Protein IDs,Protein names,Gene names,Fasta headers,Proteins,copy number per cell sample  1,copy number per cell sample  2,copy number per cell sample  3,Average copy number
P28369,Putative peptide chain release factor homolog,prfH,>sp|P28369|RFH_ECOLI Putative peptide chain release factor homolog OS=Escherichia coli (strain K12) GN=prfH PE=5 SV=2,1,0,0,1.583844641,0.527948214
P07013,Primosomal replication protein n,priB,>sp|P07013|PRIB_ECOLI Primosomal replication protein n OS=Escherichia coli (strain K12) GN=priB PE=1 SV=3,1,8.779851368,10.04017529,0,6.273342219
P0AEX5,Probable phosphoribulokinase,prkB,>sp|P0AEX5|KPPR_ECOLI Probable phosphoribulokinase OS=Escherichia coli (strain K12) GN=prkB PE=3 SV=1,1,29.46181295,39.46553653,59.0970309,42.67479346
P27298,Oligopeptidase A,prlC,>sp|P27298|OPDA_ECOLI Oligopeptidase A OS=Escherichia coli (strain K12) GN=prlC PE=3 SV=3,1,359.319015,397.6010891,415.8757004,390.9319348
P0A8T1,Ribosomal protein L11 methyltransferase,prmA,>sp|P0A8T1|PRMA_ECOLI Ribosomal protein L11 methyltransferase OS=Escherichia coli (strain K12) GN=prmA PE=1 SV=1,2,66.72123699,35.42289268,50.7747547,50.97296146
P39199,50S ribosomal protein L3 glutamine methyltransferase,prmB,>sp|P39199|PRMB_ECOLI 50S ribosomal protein L3 glutamine methyltransferase OS=Escherichia coli (strain K12) GN=prmB PE=1 SV=3,1,228.663117,136.20214,196.2778472,187.0477014
P0ACC1,Release factor glutamine methyltransferase,prmC,>sp|P0ACC1|PRMC_ECOLI Release factor glutamine methyltransferase OS=Escherichia coli (strain K12) GN=prmC PE=1 SV=1,1,40.90865679,51.61678528,45.17193282,45.89912496
P07004,Gamma-glutamyl phosphate reductase,proA,>sp|P07004|PROA_ECOLI Gamma-glutamyl phosphate reductase OS=Escherichia coli (strain K12) GN=proA PE=1 SV=2,1,222.9097963,157.6054653,232.4416594,204.3189737
P0A7B5,Glutamate 5-kinase,proB,>sp|P0A7B5|PROB_ECOLI Glutamate 5-kinase OS=Escherichia coli (strain K12) GN=proB PE=1 SV=1,1,258.0553696,234.686336,262.1355904,251.6257653
P0A9L8,Pyrroline-5-carboxylate reductase,proC,>sp|P0A9L8|P5CR_ECOLI Pyrroline-5-carboxylate reductase OS=Escherichia coli (strain K12) GN=proC PE=1 SV=1,1,479.7879261,372.7958976,368.041932,406.8752519
P0C0L7,Proline/betaine transporter,proP,>sp|P0C0L7|PROP_ECOLI Proline/betaine transporter OS=Escherichia coli (strain K12) GN=proP PE=1 SV=1,1,24.2285338,25.0330865,49.65817346,32.97326459
P45577,ProP effector,proQ,>sp|P45577|PROQ_ECOLI ProP effector OS=Escherichia coli (strain K12) GN=proQ PE=1 SV=2,1,640.3042502,604.8298901,562.8869088,602.6736831
P16659,Proline--tRNA ligase,proS,>sp|P16659|SYP_ECOLI Proline--tRNA ligase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4,1,856.1050963,656.7089693,699.0769509,737.2970055
P0AAE2,Proline-specific permease ProY,proY,>sp|P0AAE2|PROY_ECOLI Proline-specific permease ProY OS=Escherichia coli (strain K12) GN=proY PE=1 SV=1,1,1.358343287,0.987915606,4.638149169,2.328136021
P0A717,Ribose-phosphate pyrophosphokinase,prs,>sp|P0A717|KPRS_ECOLI Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) GN=prs PE=1 SV=2,1,1992.324727,1378.494215,1883.594,1751.47098
P0A8K1,Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain,psd,>sp|P0A8K1|PSD_ECOLI Phosphatidylserine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=psd PE=1 SV=1,1,64.83734811,68.12669367,82.88922556,71.95108911
P0AFM6,Phage shock protein A,pspA,>sp|P0AFM6|PSPA_ECOLI Phage shock protein A OS=Escherichia coli (strain K12) GN=pspA PE=1 SV=2,1,186.0973612,255.4476832,330.4980496,257.347698
P0AFM9,Phage shock protein B,pspB,>sp|P0AFM9|PSPB_ECOLI Phage shock protein B OS=Escherichia coli (strain K12) GN=pspB PE=1 SV=1,1,163.5614957,145.3636165,150.2367426,153.0539516
P0AFN2,Phage shock protein C,pspC,>sp|P0AFN2|PSPC_ECOLI Phage shock protein C OS=Escherichia coli (strain K12) GN=pspC PE=1 SV=1,1,40.96602855,28.42872168,69.96641354,46.45372126
P23857,Thiosulfate sulfurtransferase PspE,pspE,>sp|P23857|PSPE_ECOLI Thiosulfate sulfurtransferase PspE OS=Escherichia coli (strain K12) GN=pspE PE=1 SV=1,1,222.1104264,148.5491095,107.4609078,159.3734812
P37344,Psp operon transcriptional activator,pspF,>sp|P37344|PSPF_ECOLI Psp operon transcriptional activator OS=Escherichia coli (strain K12) GN=pspF PE=1 SV=2,1,67.07521606,35.22023184,51.84833772,51.38126187
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase,pssA,>sp|P23830|PSS_ECOLI CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) GN=pssA PE=1 SV=2,2,164.771313,190.7252219,181.1487922,178.8817757
P0AAH0,Phosphate import ATP-binding protein PstB,pstB,>sp|P0AAH0|PSTB_ECOLI Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2,1,37.49193771,36.06550333,36.28886902,36.61543669
P0AGH8,Phosphate transport system permease protein pstC,pstC,>sp|P0AGH8|PSTC_ECOLI Phosphate transport system permease protein pstC OS=Escherichia coli (strain K12) GN=pstC PE=1 SV=1,1,2.012891079,1.656191102,1.983819736,1.884300639
P0AG82,Phosphate-binding protein pstS,pstS,>sp|P0AG82|PSTS_ECOLI Phosphate-binding protein pstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1,1,236.0503145,132.2331887,157.2314298,175.1716443
P33025,Pseudouridine-5-phosphate glycosidase,psuG,>sp|P33025|PSUG_ECOLI Pseudouridine-5-phosphate glycosidase OS=Escherichia coli (strain K12) GN=psuG PE=1 SV=1,1,508.7787706,456.222475,388.3985854,451.133277
P33024;P33021,Putative pseudouridine transporter,psuT,>sp|P33024|PSUT_ECOLI Putative pseudouridine transporter OS=Escherichia coli (strain K12) GN=psuT PE=1 SV=1,2,28.52155236,20.11837904,20.21762452,22.95251864
P0A9M8,Phosphate acetyltransferase,pta,>sp|P0A9M8|PTA_ECOLI Phosphate acetyltransferase OS=Escherichia coli (strain K12) GN=pta PE=1 SV=2,1,1321.510494,972.674049,1275.338497,1189.841013
P0A7D1,Peptidyl-tRNA hydrolase,pth,>sp|P0A7D1|PTH_ECOLI Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1,1,243.2252548,206.0367517,317.5567498,255.6062521
P05458,Protease 3,ptrA,>sp|P05458|PTRA_ECOLI Protease 3 OS=Escherichia coli (strain K12) GN=ptrA PE=1 SV=1,1,6.733429077,6.247648116,6.793757807,6.591611667
P32670,Multiphosphoryl transfer protein 2;Phosphoenolpyruvate-protein phosphotransferase;Phosphocarrier protein HPr;Fructose-like phosphotransferase enzyme IIA component,ptsA,>sp|P32670|PTFX2_ECOLI Multiphosphoryl transfer protein 2 OS=Escherichia coli (strain K12) GN=ptsA PE=3 SV=2,1,0.825592516,0,0,0.275197505
P69786,PTS system glucose-specific EIICB component;Glucose permease IIC component;Glucose-specific phosphotransferase enzyme IIB component,ptsG,>sp|P69786|PTGCB_ECOLI PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=ptsG PE=1 SV=1,1,376.7524305,230.1852339,405.4235634,337.4537426
P0AA04,Phosphocarrier protein HPr,ptsH,>sp|P0AA04|PTHP_ECOLI Phosphocarrier protein HPr OS=Escherichia coli (strain K12) GN=ptsH PE=1 SV=1,1,2435.861683,1820.812004,1993.760811,2083.478166
P08839,Phosphoenolpyruvate-protein phosphotransferase,ptsI,>sp|P08839|PT1_ECOLI Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1,1,1313.976169,1314.412587,1352.04123,1326.809995
P69829,Nitrogen regulatory protein,ptsN,>sp|P69829|PTSN_ECOLI Nitrogen regulatory protein OS=Escherichia coli (strain K12) GN=ptsN PE=1 SV=1,1,70.85580148,147.5555133,161.3527403,126.5880183
P37177,Phosphoenolpyruvate-protein phosphotransferase ptsP,ptsP,>sp|P37177|PT1P_ECOLI Phosphoenolpyruvate-protein phosphotransferase ptsP OS=Escherichia coli (strain K12) GN=ptsP PE=3 SV=2,1,42.96787567,31.50426522,41.91674953,38.79629681
P0A7D4,Adenylosuccinate synthetase,purA,>sp|P0A7D4|PURA_ECOLI Adenylosuccinate synthetase OS=Escherichia coli (strain K12) GN=purA PE=1 SV=2,1,2914.455136,2557.232063,2725.03874,2732.24198
P0AB89,Adenylosuccinate lyase,purB,>sp|P0AB89|PUR8_ECOLI Adenylosuccinate lyase OS=Escherichia coli (strain K12) GN=purB PE=1 SV=1,1,549.1665311,470.2361701,534.9111912,518.1046308
P0A7D7,Phosphoribosylaminoimidazole-succinocarboxamide synthase,purC,>sp|P0A7D7|PUR7_ECOLI Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) GN=purC PE=1 SV=1,1,197.0189369,178.4132013,231.517343,202.3164938
P15640,Phosphoribosylamine--glycine ligase,purD,>sp|P15640|PUR2_ECOLI Phosphoribosylamine--glycine ligase OS=Escherichia coli (strain K12) GN=purD PE=1 SV=2,1,2.062504098,11.94398737,14.4389364,9.481809287
P0AG18,N5-carboxyaminoimidazole ribonucleotide mutase,purE,>sp|P0AG18|PURE_ECOLI N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) GN=purE PE=1 SV=2,1,2.912681511,2.564916155,4.096749042,3.191448903
P0AG16,Amidophosphoribosyltransferase,purF,>sp|P0AG16|PUR1_ECOLI Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) GN=purF PE=1 SV=2,1,30.16778698,17.48793216,20.71925004,22.79165639
P15639,Bifunctional purine biosynthesis protein PurH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,purH,>sp|P15639|PUR9_ECOLI Bifunctional purine biosynthesis protein PurH OS=Escherichia coli (strain K12) GN=purH PE=1 SV=1,1,61.31790653,85.0564519,69.85027153,72.07487665
P09029,N5-carboxyaminoimidazole ribonucleotide synthase,purK,>sp|P09029|PURK_ECOLI N5-carboxyaminoimidazole ribonucleotide synthase OS=Escherichia coli (strain K12) GN=purK PE=1 SV=2,1,9.014994576,2.569334389,3.056700735,4.880343233
P15254,Phosphoribosylformylglycinamidine synthase,purL,>sp|P15254|PUR4_ECOLI Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) GN=purL PE=1 SV=3,1,25.86818096,24.73911675,22.78248397,24.46326056
P08178,Phosphoribosylformylglycinamidine cyclo-ligase,purM,>sp|P08178|PUR5_ECOLI Phosphoribosylformylglycinamidine cyclo-ligase OS=Escherichia coli (strain K12) GN=purM PE=1 SV=3,1,25.01521488,22.08322075,17.93155173,21.67666245
P08179,Phosphoribosylglycinamide formyltransferase,purN,>sp|P08179|PUR3_ECOLI Phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) GN=purN PE=1 SV=1,1,12.67505022,67.95802638,61.16699999,47.2666922
P0ACP7,HTH-type transcriptional repressor PurR,purR,>sp|P0ACP7|PURR_ECOLI HTH-type transcriptional repressor PurR OS=Escherichia coli (strain K12) GN=purR PE=1 SV=2,1,128.7139684,115.2998816,151.4699201,131.8279234
P33221,Phosphoribosylglycinamide formyltransferase 2,purT,>sp|P33221|PURT_ECOLI Phosphoribosylglycinamide formyltransferase 2 OS=Escherichia coli (strain K12) GN=purT PE=1 SV=3,1,11.21946674,6.500789046,13.79153202,10.50392927
P37051,Formyltetrahydrofolate deformylase,purU,>sp|P37051|PURU_ECOLI Formyltetrahydrofolate deformylase OS=Escherichia coli (strain K12) GN=purU PE=1 SV=1,1,370.517742,282.8024379,486.9326681,380.0842827
P09546,Bifunctional protein putA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase,putA,>sp|P09546|PUTA_ECOLI Bifunctional protein putA OS=Escherichia coli (strain K12) GN=putA PE=1 SV=3,1,364.8767778,325.4925256,389.6578488,360.0090507
P07117,Sodium/proline symporter,putP,>sp|P07117|PUTP_ECOLI Sodium/proline symporter OS=Escherichia coli (strain K12) GN=putP PE=1 SV=1,1,25.89829472,24.59083407,28.88383386,26.45765422
P21599,Pyruvate kinase II,pykA,>sp|P21599|KPYK2_ECOLI Pyruvate kinase II OS=Escherichia coli (strain K12) GN=pykA PE=1 SV=3,1,2432.565235,1631.353998,2272.948246,2112.28916
P0AD61,Pyruvate kinase I,pykF,>sp|P0AD61|KPYK1_ECOLI Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1,1,2228.823802,1869.268011,2142.612074,2080.234629
P0A786,Aspartate carbamoyltransferase catalytic chain,pyrB,>sp|P0A786|PYRB_ECOLI Aspartate carbamoyltransferase catalytic chain OS=Escherichia coli (strain K12) GN=pyrB PE=1 SV=2,1,37.01950718,35.50411339,41.26784242,37.93048766
P05020,Dihydroorotase,pyrC,>sp|P05020|PYRC_ECOLI Dihydroorotase OS=Escherichia coli (strain K12) GN=pyrC PE=1 SV=2,1,31.30355494,23.91065668,30.79302238,28.669078
P0A7E1,Dihydroorotate dehydrogenase (quinone),pyrD,>sp|P0A7E1|PYRD_ECOLI Dihydroorotate dehydrogenase (quinone) OS=Escherichia coli (strain K12) GN=pyrD PE=1 SV=1,1,246.7795926,196.852012,227.2278654,223.6198233
P0A7E3,Orotate phosphoribosyltransferase,pyrE,>sp|P0A7E3|PYRE_ECOLI Orotate phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=pyrE PE=1 SV=2,1,176.4695406,151.6002906,152.0278996,160.0325769
P08244,Orotidine 5-phosphate decarboxylase,pyrF,>sp|P08244|PYRF_ECOLI Orotidine 5-phosphate decarboxylase OS=Escherichia coli (strain K12) GN=pyrF PE=1 SV=1,1,168.2622592,89.50825039,113.8436951,123.8714016
P0A7E5,CTP synthase,pyrG,>sp|P0A7E5|PYRG_ECOLI CTP synthase OS=Escherichia coli (strain K12) GN=pyrG PE=1 SV=2,1,926.8784249,872.5778579,952.4312655,917.2958494
P0A7E9,Uridylate kinase,pyrH,>sp|P0A7E9|PYRH_ECOLI Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2,1,537.6699007,477.6531188,527.9405849,514.4212015
P0A7F3,Aspartate carbamoyltransferase regulatory chain,pyrI,>sp|P0A7F3|PYRI_ECOLI Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain K12) GN=pyrI PE=1 SV=2,1,38.81732305,38.01484936,32.77089294,36.53435512
P0AA53,Protein QmcA,qmcA,>sp|P0AA53|QMCA_ECOLI Protein QmcA OS=Escherichia coli (strain K12) GN=qmcA PE=1 SV=1,1,549.8695622,436.0150082,501.1084938,495.6643547
P28304,Quinone oxidoreductase 1,qorA,>sp|P28304|QOR1_ECOLI Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1,1,193.4846053,119.3007826,160.8429605,157.8761161
P39315,Quinone oxidoreductase 2,qorB,>sp|P39315|QOR2_ECOLI Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) GN=qorB PE=1 SV=1,1,17.89515435,15.40493329,42.34033785,25.21347516
P52076,Transcriptional regulatory protein qseB,qseB,>sp|P52076|QSEB_ECOLI Transcriptional regulatory protein qseB OS=Escherichia coli (strain K12) GN=qseB PE=2 SV=1,1,20.05297098,11.27400697,12.03969522,14.45555772
P40719,Sensor protein qseC,qseC,>sp|P40719|QSEC_ECOLI Sensor protein qseC OS=Escherichia coli (strain K12) GN=qseC PE=1 SV=2,1,1.539840722,1.229996209,1.280518407,1.350118446
P39376,HTH-type transcriptional regulator QseD,qseD,>sp|P39376|QSED_ECOLI HTH-type transcriptional regulator QseD OS=Escherichia coli (strain K12) GN=qseD PE=2 SV=1,1,0,2.301315088,4.884821822,2.39537897
P0A7F9,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,queA,>sp|P0A7F9|QUEA_ECOLI S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Escherichia coli (strain K12) GN=queA PE=1 SV=1,1,79.7676822,65.95459327,77.7068289,74.47636812
P77756,7-cyano-7-deazaguanine synthase,queC,>sp|P77756|QUEC_ECOLI 7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queC PE=1 SV=1,1,131.8439908,165.6141367,166.6340122,154.6973799
P65870,"6-carboxy-5,6,7,8-tetrahydropterin synthase",queD,">sp|P65870|QUED_ECOLI 6-carboxy-5,6,7,8-tetrahydropterin synthase OS=Escherichia coli (strain K12) GN=queD PE=1 SV=1",1,85.78280162,62.46963658,67.47976689,71.91073503
P64554,7-carboxy-7-deazaguanine synthase,queE,>sp|P64554|QUEE_ECOLI 7-carboxy-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queE PE=1 SV=1,1,30.60107739,15.36283101,28.99831755,24.98740865
Q46920,NADPH-dependent 7-cyano-7-deazaguanine reductase,queF,>sp|Q46920|QUEF_ECOLI NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Escherichia coli (strain K12) GN=queF PE=1 SV=1,1,116.1917042,110.2445346,129.9172654,118.7845014
P24554,DNA repair protein RadA,radA,>sp|P24554|RADA_ECOLI DNA repair protein RadA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1,1,40.79904088,24.09618299,21.91306276,28.93609555
P0AD49,Ribosome-associated inhibitor A,raiA,>sp|P0AD49|RAIA_ECOLI Ribosome-associated inhibitor A OS=Escherichia coli (strain K12) GN=raiA PE=1 SV=2,1,9295.00819,7275.708617,8052.020091,8207.578966
P60240,RNA polymerase-associated protein rapA,rapA,>sp|P60240|RAPA_ECOLI RNA polymerase-associated protein rapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2,1,148.7013311,133.1304976,191.9236533,157.918494
P0AAZ4,Replication-associated recombination protein A,rarA,>sp|P0AAZ4|RARA_ECOLI Replication-associated recombination protein A OS=Escherichia coli (strain K12) GN=rarA PE=1 SV=1,1,83.59185661,26.12620734,29.30159634,46.33988677
P0AGL5,Ribosome association toxin RatA,ratA,>sp|P0AGL5|RATA_ECOLI Ribosome association toxin RatA OS=Escherichia coli (strain K12) GN=ratA PE=1 SV=1,1,10.67689903,4.052633235,7.439154566,7.389562277
P52119,UPF0125 protein RatB,ratB,>sp|P52119|RATB_ECOLI UPF0125 protein RatB OS=Escherichia coli (strain K12) GN=ratB PE=1 SV=1,1,83.98124465,83.85493239,73.54076482,80.45898062
P31473,ATPase ravA,ravA,>sp|P31473|RAVA_ECOLI ATPase ravA OS=Escherichia coli (strain K12) GN=ravA PE=1 SV=2,1,167.6891445,132.4894051,175.3208408,158.4997968
P0A7G2,Ribosome-binding factor A,rbfA,>sp|P0A7G2|RBFA_ECOLI Ribosome-binding factor A OS=Escherichia coli (strain K12) GN=rbfA PE=1 SV=2,1,1089.096234,892.5682013,931.33016,970.9981983
P0A8V0,Ribonuclease BN,rbn,>sp|P0A8V0|RBN_ECOLI Ribonuclease BN OS=Escherichia coli (strain K12) GN=rbn PE=1 SV=1,1,16.19775418,15.45530219,10.19474468,13.94926702
P04983,Ribose import ATP-binding protein RbsA,rbsA,>sp|P04983|RBSA_ECOLI Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) GN=rbsA PE=1 SV=1,1,21.33737399,21.79545491,31.30665392,24.81316094
P02925,D-ribose-binding periplasmic protein,rbsB,>sp|P02925|RBSB_ECOLI D-ribose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=rbsB PE=1 SV=1,1,2798.783014,2376.339561,2322.726766,2499.283113
P0AGI1,Ribose transport system permease protein rbsC,rbsC,>sp|P0AGI1|RBSC_ECOLI Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1,1,21.67048039,11.12464044,21.29253044,18.02921709
P04982,D-ribose pyranase,rbsD,>sp|P04982|RBSD_ECOLI D-ribose pyranase OS=Escherichia coli (strain K12) GN=rbsD PE=1 SV=3,1,385.4151446,25.74538685,37.73890803,149.6331465
P0A9J6,Ribokinase,rbsK,>sp|P0A9J6|RBSK_ECOLI Ribokinase OS=Escherichia coli (strain K12) GN=rbsK PE=1 SV=1,1,215.2560889,205.6403269,263.6092754,228.1685638
P64534,Nickel/cobalt homeostasis protein RcnB,rcnB,>sp|P64534|RCNB_ECOLI Nickel/cobalt homeostasis protein RcnB OS=Escherichia coli (strain K12) GN=rcnB PE=1 SV=1,1,54.17891567,35.53641819,47.62138395,45.77890594
P64530,Transcriptional repressor rcnR,rcnR,>sp|P64530|RCNR_ECOLI Transcriptional repressor rcnR OS=Escherichia coli (strain K12) GN=rcnR PE=1 SV=1,1,86.35005915,38.21697975,35.85421368,53.47375086
P69407,Capsular synthesis regulator component B,rcsB,>sp|P69407|RCSB_ECOLI Capsular synthesis regulator component B OS=Escherichia coli (strain K12) GN=rcsB PE=1 SV=1,1,754.0047366,333.6598771,377.6973324,488.453982
P14376,Sensor kinase protein RcsC,rcsC,>sp|P14376|RCSC_ECOLI Sensor kinase protein RcsC OS=Escherichia coli (strain K12) GN=rcsC PE=1 SV=3,1,5.580014335,3.613165049,3.742747402,4.311975595
P39838,Sensor-like histidine kinase RcsD,rcsD,>sp|P39838|RCSD_ECOLI Sensor-like histidine kinase RcsD OS=Escherichia coli (strain K12) GN=rcsD PE=1 SV=3,1,10.47620827,8.701737774,9.794496165,9.657480737
P69411,Protein rcsF,rcsF,>sp|P69411|RCSF_ECOLI Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=1 SV=1,1,462.2266436,743.793151,734.3346219,646.7848055
P52061,dITP/XTP pyrophosphatase,rdgB,>sp|P52061|RDGB_ECOLI dITP/XTP pyrophosphatase OS=Escherichia coli (strain K12) GN=rdgB PE=1 SV=1,1,94.02225567,83.67313667,154.2031539,110.6328488
P36767,Recombination-associated protein rdgC,rdgC,>sp|P36767|RDGC_ECOLI Recombination-associated protein rdgC OS=Escherichia coli (strain K12) GN=rdgC PE=1 SV=1,1,162.917368,142.1484832,170.461846,158.5092324
P0C0K3,Protein rdoA,rdoA,>sp|P0C0K3|RDOA_ECOLI Protein rdoA OS=Escherichia coli (strain K12) GN=rdoA PE=1 SV=1,1,13.91856762,13.14759778,13.71348101,13.59321547
P0A7G6,Protein RecA,recA,>sp|P0A7G6|RECA_ECOLI Protein RecA OS=Escherichia coli (strain K12) GN=recA PE=1 SV=2,1,1080.938747,1001.704969,1377.287663,1153.31046
P08394,Exodeoxyribonuclease V beta chain,recB,>sp|P08394|EX5B_ECOLI Exodeoxyribonuclease V beta chain OS=Escherichia coli (strain K12) GN=recB PE=1 SV=1,1,4.399982383,3.791434706,3.675717851,3.955711646
P07648,Exodeoxyribonuclease V gamma chain,recC,>sp|P07648|EX5C_ECOLI Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1,1,13.29124978,11.91949658,17.4460197,14.21892202
P04993,Exodeoxyribonuclease V alpha chain,recD,>sp|P04993|EX5A_ECOLI Exodeoxyribonuclease V alpha chain OS=Escherichia coli (strain K12) GN=recD PE=1 SV=2,1,35.02594101,13.54950594,17.57540842,22.05028512
P24230,ATP-dependent DNA helicase recG,recG,>sp|P24230|RECG_ECOLI ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1,1,1.533844959,2.183775023,3.14115237,2.286257451
P05824,DNA repair protein recN,recN,>sp|P05824|RECN_ECOLI DNA repair protein recN OS=Escherichia coli (strain K12) GN=recN PE=1 SV=2,1,2.809243842,13.46730738,11.69934603,9.325299084
P0A7H6,Recombination protein RecR,recR,>sp|P0A7H6|RECR_ECOLI Recombination protein RecR OS=Escherichia coli (strain K12) GN=recR PE=3 SV=1,1,50.37055024,48.89092317,47.14032608,48.80059983
P0AG20,GTP pyrophosphokinase,relA,>sp|P0AG20|RELA_ECOLI GTP pyrophosphokinase OS=Escherichia coli (strain K12) GN=relA PE=1 SV=1,1,225.5476253,149.5777399,223.9876153,199.7043268
P09980,ATP-dependent DNA helicase rep,rep,>sp|P09980|REP_ECOLI ATP-dependent DNA helicase rep OS=Escherichia coli (strain K12) GN=rep PE=1 SV=3,1,22.17936796,16.44783946,14.1593907,17.59553271
