# Generated from the following BioVelo query on EcoCyc, 12:28pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^regulated-by, [c: c<-x^components, c isa DNA-Binding-Sites]) : x<-ECOLI^^Transcription-Units,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Regulated by", "DNA Binding Sites", "Evidence")), 2)
cyaY	TU0-14229
osmB	TU00388	Regulation of osmB by ppGpp	P<SUP>asp56</SUP> RcsB DNA-binding-site 41.5 bases upstream of osmBp1
flhDC	TU00136	Regulation of flhDC by small regulatory RNA OmrB,Regulation of flhDC by small regulatory RNA OmrA,Regulation of flhDC by small regulatory RNA ArcZ,Regulation of flhDC by small regulatory RNA OxyS,Regulation of flhDC by small regulatory RNA McaS,Regulation of flhDC by small regulatory RNA McaS	IHF DNA-binding-site 92 bases upstream of flhDp,DNA-binding transcriptional dual regulator Fur DNA-binding-site 115 bases downstream of flhDp,RcsAB DNA-binding-site 11 bases downstream of flhDp,HdfR DNA-binding-site regulating flhDp,LrhA DNA-binding-site 112 bases upstream of flhDp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 71.5 bases upstream of flhDp,H-NS DNA-binding-site regulating flhDp,OmpR-P DNA-binding-site 145.5 bases upstream of flhDp,OmpR-P DNA-binding-site 18.5 bases downstream of flhDp
ftnA	TU0-13449
ymdAB-clsC	TU0-42664	Regulation of ymdAB-clsC by FlhDC DNA-binding transcriptional dual regulator
yrbN-deaD	TU0-14763
yagEF	TU0-12867	Regulation of yagEF by XynR-D-xylonate
cspH	TU0-8780
adk	TU0-6481
brnQ-proY	TU0-12918
rsd	TU787
mtr	TU0-14288
rdlC	TU0-8498
agaR	TU0-6582		AgaR DNA-binding-site 19.5 bases upstream of agaRp,AgaR DNA-binding-site 8.5 bases downstream of agaRp
asr	TU0-45276		PhoB-P<sup>asp53</sup> DNA-binding-site 30 bases upstream of asrp2
yrbL	TU0-7781		PhoP-P<sup>asp51</sup> DNA-binding-site 28 bases upstream of yrbLp
ydhXUT	TU0-13363
galE	TU0-42580
ymjC-mpaA	TU0-13215
ilvEDA	TU526
rpnA	TU0-13933
lptB-rpoN-hpf-ptsN-yhbJ	TU-8398
plsB	TU0-36440
ilvLXG_1G_2MEDA	TU525		IHF DNA-binding-site 210 bases downstream of ilvLp1,IHF DNA-binding-site 17 bases upstream of ilvLp1,Lrp-leu DNA-binding-site 167.5 bases downstream of ilvLp2,Lrp DNA-binding-site 200 bases downstream of ilvLp2,Lrp DNA-binding-site 232 bases downstream of ilvLp2
ydfG	TU0-13310
ydeE	TU0-8705	Regulation of ydeE by small regulatory RNA GcvB,Regulation of ydeE by DNA-binding transcriptional dual regulator Nac
pepA	TU0-14175
ybfF	TU0-13023
yddLKJ	TU0-13283
yecJ	TU0-13447
eutBCLKR	TU0-13627
nhaAR	TU0-3862
yjaZ	TU00399
infA	TU-8390
insJ	TU0-14385
eptB	TU0-45247	Regulation of eptB by small regulatory RNA MgrR,Regulation of eptB by small regulatory RNA ArcZ
dinD	TU0-14002
yhjE	TU0-13968	Regulation of yhjE by DNA-binding transcriptional dual regulator ArcA-phosphorylated,Regulation of yhjE by DNA-binding transcriptional dual regulator Nac
recQ	TU0-14047
tdcBCDEFG	TU0-14551
adhE	TU0-45181		NarL-P<sup>asp59</sup> DNA-binding-site 90 bases downstream of adhEp,Fis DNA-binding-site 148 bases upstream of adhEp,Fis DNA-binding-site 68 bases upstream of adhEp,Fis DNA-binding-site 42 bases upstream of adhEp,NarL-P<sup>asp59</sup> DNA-binding-site 81 bases downstream of adhEp,Cra DNA-binding-site 36.5 bases downstream of adhEp
ykgJ	TU0-12877
dinJ-yafQ	TU0-12849	Regulation of dinJ-yafQ by DNA-binding transcriptional activator YgfI
fklB	TU0-14158	Regulation of fklB by DNA-binding transcriptional dual regulator Nac
rraA	TU0-14264
yicL	TU0-14009
bamB-der	TU-8385
ndk	TU0-13651	Regulation of ndk by DNA-binding transcriptional dual regulator ArcA-phosphorylated
rsfS-rlmH-mrdAB-rlpA	TU0-13009
mlrA	TU0-45249
mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	TU0-941
ubiK	TU0-13841
ybiU	TU0-13060
ftsB	TU0-14312
ynfU	TU0-198733
ybjQ-amiD	TU0-13073
hicAB	TU0-13266
dut-slmA	TU0-8321
mepS	TU0-42566
rpnB	TU0-13590
yibN-grxC-secB-gpsA	TU0-42596
lipB	TU0-13006
yceD-rpmF	TU602
leuS-lptE-holA-nadD-cobC	TU0-13010
pyrG-eno	TU0-6557
yqhC	TU0-8657	Regulation of yqhC by DNA-binding transcriptional repressor GlaR
mreCD	TU0-14532
raiAZ	TU0-13677
dxr-uppS-cdsA	TU0-12831
tcdA	TU0-13742
aspU	TU0-14372
ycgB	TU0-8686	Regulation of ycgB by ppGpp
ileS-lspA-fkpB-ispH	TU0-14394
pgi	TU0-6444
hyaABCDEF	TU0-45171		IscR DNA-binding-site 42 bases upstream of hyaAp2,NarP-P<sup>asp59</sup> DNA-binding-site 7 bases downstream of hyaAp2,NarP-P<sup>asp59</sup> DNA-binding-site 10 bases upstream of hyaAp2,NarL-P<sup>asp59</sup> DNA-binding-site 7 bases downstream of hyaAp2,NarL-P<sup>asp59</sup> DNA-binding-site 10 bases upstream of hyaAp2,AppY DNA-binding-site regulating hyaAp2,ArcA-P<sup>asp54</sup> DNA-binding-site 67 bases upstream of hyaAp2
yfeYX	TU0-3484
fimE	TU183		LrhA DNA-binding-site regulating fimEp,H-NS DNA-binding-site regulating fimEp
secE-nusG	TU00354
bolA	TU00386		OmpR-P DNA-binding-site 47.5 bases upstream of bolAp
ompN	TU0-13240
gadX	TU0-2261	Regulation of gadX by ppGpp	Fnr DNA-binding-site 159.5 bases upstream of gadXp,H-NS DNA-binding-site regulating gadXp,GadE DNA-binding-site regulating gadXp
ybdR	TU0-14246	Regulation of ybdR by DNA-binding transcriptional dual regulator Nac
pdeD	TU0-13418
dsbG	TU0-12995
prfC	TU0-14217	Regulation of prfC by DNA-binding transcriptional dual regulator Nac,Regulation of prfC by ppGpp
ydaL	TU0-8696
osmB	TU00389
clpPX	TU00419
dfp	TU0-14356
radD	TU0-13556
yfaATSQP	TU0-13563
uvrB	TU00070
sibA	TU0-13502
eda	TU25		KdgR DNA-binding-site 5 bases downstream of edap1
ispG-sroE	TU0-14336
folA	TU0-6401
fsr	TU0-12953
ais	TU0-8766
yibT	TU0-8593
ribE-nusB-thiL-pgpA	TU0-14466
nohD	TU0-12981
alaC	TU0-13612		SgrR DNA-binding-site 167.5 bases upstream of alaCp
iraD	TU0-45219	Regulation of iraD by carbon storage regulator	Fnr DNA-binding-site regulating idlPp
panD	TU0-42600
yieH	TU0-14025	Regulation of yieH by DNA-binding transcriptional dual regulator Nac
insA5B5AB5	TU0-13446
yieEF	TU-8419
bcsQ	TU0-8366
dusA	TU0-14118
ykgL	TU0-8631	Regulation of ykgL by DNA-binding transcriptional dual regulator Nac
htrG-cca	TU-8393
yagJ	TU0-8546
ivbL	TU0-42513
yobF-cspC	TU0-13422
ybiO	TU0-13057
yhhI	TU0-13951
glnD	TU0-36398
yfjV	TU0-13697
plsX-fabHDG	TU0-5
essD-ybcS-rzpD	TU-8422
yhaKL	TU0-13868	Regulation of yhaKL by DNA-binding transcriptional activator YhaJ
rhtA	TU0-13058	Regulation of rhtA by DNA-binding transcriptional dual regulator Nac
yqhH	TU0-13826
ycjD	TU0-13205
yjfKLMC	TU0-14154
ycgL	TU0-13169
acnB	TU0-14608
yohP	TU0-198735
tatD	TU0-14053
rdcAB	TU0-14133
smpB	TU0-13686
nuoABCEFGHIJKLMN	TU00310	Regulation of nuoABCEFGHIJKLMN by small regulatory RNA RyhB	IHF DNA-binding-site 66 bases upstream of nuoAp2,IHF DNA-binding-site 74 bases upstream of nuoAp2,ArcA-P<sup>asp54</sup> DNA-binding-site 108 bases upstream of nuoAp2,NarL-P<sup>asp59</sup> DNA-binding-site 122 bases upstream of nuoAp2,Fnr DNA-binding-site 40.5 bases upstream of nuoAp2,IHF DNA-binding-site 83 bases upstream of nuoAp2
pbpG	TU0-13529
metG	TU0-13519
hemL	TU0-14806
ychO	TU0-8691		Fnr DNA-binding-site regulating ychOp
yjgX	TU0-14182
yraQ	TU0-13875
yqcC-truC-yqcA	TU0-13736
metK	TU0-45188		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of metKp2,MetJ-SAM DNA-binding-site 2.5 bases upstream of metKp2,MetJ-SAM DNA-binding-site 14.5 bases upstream of metKp2
asphoP	TU0-198717
curA	TU0-13272	Regulation of curA by DNA-binding transcriptional dual regulator Nac,Regulation of curA by ppGpp
rpoS	TU00442	Regulation of rpoS by small regulatory RNA CyaR,Regulation of rpoS by small regulatory RNA ArcZ,Regulation of rpoS by small regulatory RNA OxyS,Regulation of rpoS by small regulatory RNA ArcZ,Regulation of rpoS by small regulatory RNA RprA,Regulation of rpoS by small regulatory RNA DsrA	ArcA-P<sup>asp54</sup> DNA-binding-site 24 bases downstream of rpoSp,ArcA-P<sup>asp54</sup> DNA-binding-site 64 bases upstream of rpoSp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of rpoSp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 56.5 bases downstream of rpoSp
ynaK-ydaY	TU0-13234
ybfD	TU0-13030
yiaKLMNO-lyx-sgbHUE	TU0-14454
yggR	TU0-8750
pstCAB-phoU	TU0-36418
nhoA	TU0-8818
hisGDCBHAFI	TU0-198747	Regulation of hisGDCBHAFI by Cra-&beta;-D-fructofuranose 1-phosphate,Regulation of hisGDCBHAFI by DNA-binding transcriptional dual regulator Cra
higBA	TU0-13854
mreBCD	TU0-14386
ygcS	TU0-13730	Regulation of ygcS by DNA-binding transcriptional dual regulator Nac
trxA	TU0-44224
secG	TU0-14328
yeeO	TU0-13477
ubiD	TU0-14054
stfZ	TU0-198689
yeiP	TU0-13547
hupB	TU490
bepA-yfgD	TU-8384
topA	TU0-45223
thrS-infC	TU00366
ubiT-yhbS	TU0-13877
yrbG-kdsDC-lptCAB	TU0-36430
xanP	TU0-14005
usg-truA-dedA	TU0-5183
cspA	TU0-1582
yfjR-ypjK-yfjS-yfjT	TU0-13695
mscL	TU0-13909
yhjJ	TU-8417
map-glnD-dapD	TU0-12827	Regulation of map-glnD-dapD by DNA-binding transcriptional dual regulator SoxS,Regulation of map-glnD-dapD by DNA-binding transcriptional dual regulator Rob,Regulation of map-glnD-dapD by DNA-binding transcriptional dual regulator MarA
paaJ	TU0-44207
glrR-glnB	TU0-36399
galET	TU0-45177
tpiA	TU0-14668
kdpFABC	TU00035		KdpE-P<sup>asp</sup> DNA-binding-site 63 bases upstream of kdpFp
idi	TU0-13786
dsbD-yjdC	TU0-14140
bhsA	TU0-41673
ispB	TU0-13885	Regulation of ispB by DNA-binding transcriptional dual regulator Nac
nfeF	TU0-8327
mlaA	TU0-8537
rhsD-ybbC-ylbH-ybbD	TU0-12960
cydDC	TU00254	Regulation of cydDC by small regulatory RNA FnrS	ArcA-P<sup>asp54</sup> DNA-binding-site 44 bases upstream of cydDp,Fnr DNA-binding-site 90.5 bases upstream of cydDp,NarL-P<sup>asp59</sup> DNA-binding-site 80 bases upstream of cydDp,NarL-P<sup>asp59</sup> DNA-binding-site 126 bases upstream of cydDp
rpoH	TU221		IHF DNA-binding-site 326 bases upstream of rpoHp6
cas3	TU0-13726
sdiA	TU0-42467
holE	TU0-13433
insC3D3CD3	TU0-13480
yddG	TU0-13284
ompR-envZ	TU163		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 75 bases upstream of ompRp2
sdhCDAB-sucABCD-sdhX	TU00524	Regulation of sdhCDAB-sucABCD-sdhX by small regulatory RNA RyhB,Regulation of sdhCDAB-sucABCD-sdhX by small regulatory RNA RyhB	DNA-binding transcriptional dual regulator Fur DNA-binding-site 34 bases upstream of sdhCp,ArcA-P<sup>asp54</sup> DNA-binding-site 32 bases upstream of sdhCp,ArcA-P<sup>asp54</sup> DNA-binding-site 257 bases downstream of sdhCp,ArcA-P<sup>asp54</sup> DNA-binding-site 137 bases upstream of sdhCp,ArcA-P<sup>asp54</sup> DNA-binding-site 211 bases upstream of sdhCp,ArcA-P<sup>asp54</sup> DNA-binding-site 27 bases upstream of sdhCp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 107.5 bases upstream of gltAp1,Fnr DNA-binding-site regulating sdhCp
glnAZ	TU0-5901		NtrC-P<sup>asp</sup> DNA-binding-site 45 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 68 bases upstream of glnAp2,NtrC-P<sup>asp</sup> DNA-binding-site 89 bases upstream of glnAp2
tapT-patZ	TU0-13671
pgsA	TU0-13451
frdABCD	TU0-45225		NarL-P<sup>asp59</sup> DNA-binding-site 26 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 12 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 14 bases downstream of frdAp2,DcuR-P DNA-binding-site 104 bases upstream of frdAp2,Fnr DNA-binding-site 45.5 bases upstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 6 bases downstream of frdAp2,NarL-P<sup>asp59</sup> DNA-binding-site 4 bases upstream of frdAp2
sgcXBCQAER	TU0-14193	Regulation of sgcXBCQAER by CRP-cyclic-AMP DNA-binding transcriptional dual regulator,Regulation of sgcXBCQAER by DNA-binding transcriptional dual regulator SlyA,Regulation of sgcXBCQAER by DNA-binding transcriptional dual regulator SlyA
argS	TU0-13444
ucpA	TU0-13623
ydhC	TU0-13360
ybgC-tolQRA	TU00367
yhfZY	TU0-13925
iap	TU0-8811
oppABCDF	TU00222	Regulation of oppABCDF by spermidine,Regulation of oppABCDF by small regulatory RNA GcvB	ArcA-P<sup>asp54</sup> DNA-binding-site regulating oppAp,Lrp DNA-binding-site 1818 bases upstream of oppAp
valS	TU0-6687
nudG	TU0-8814	Regulation of nudG by DNA-binding transcriptional dual regulator Nac
yrbN-deaD	TU0-45160
ymdA	TU0-13122
mhpT	TU0-12900
asnC-mioC-mnmG	TU0-14263
rpoS	TU0-14651
shiA	TU0-42474	Regulation of shiA by small regulatory RNA RyhB
infB	TU0-44225
ydeNM	TU0-41795
fadL	TU00080	Regulation of fadL by small regulatory RNA RybB	ArcA-P<sup>asp54</sup> DNA-binding-site 38 bases upstream of fadLp,PhoP-P<sup>asp51</sup> DNA-binding-site 191.5 bases upstream of fadLp,FadR DNA-binding-site 17 bases upstream of fadLp,FadR DNA-binding-site 9 bases downstream of fadLp,OmpR-P DNA-binding-site 149.5 bases upstream of fadLp,OmpR-P DNA-binding-site 60.5 bases upstream of fadLp,OmpR-P DNA-binding-site 69.5 bases downstream of fadLp,OmpR-P DNA-binding-site 119.5 bases downstream of fadLp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 157.5 bases upstream of fadLp
dcuB-fumB	TU0-4562		DcuR-P DNA-binding-site 41 bases upstream of dcuBp2
hlyE	TU581		H-NS DNA-binding-site 6 bases upstream of hlyEp,SlyA DNA-binding-site 55.5 bases upstream of hlyEp,Fnr DNA-binding-site 61.5 bases upstream of hlyEp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 61.5 bases upstream of hlyEp,H-NS DNA-binding-site 56.5 bases upstream of hlyEp,SlyA DNA-binding-site 44.5 bases upstream of hlyEp
acrEF	TU00234		Fnr DNA-binding-site regulating acrEp
pitA	TU0-8491	Regulation of pitA by small regulatory RNA MgrR	Fnr DNA-binding-site regulating pitAp
lolA-rarA	TU0-13079
yadD	TU0-8540
yiiS-uspD	TU0-3465
intF	TU0-12874
artJ	TU0-8161		ArgR-arg DNA-binding-site 27.5 bases upstream of artJp
tatABC	TU0-14052
frmRAB	TU0-12902	Regulation of frmRAB by DNA-binding transcriptional repressor FrmR
pykF	TU00527		Cra DNA-binding-site 18.5 bases downstream of pykFp
yifB	TU0-8602
yjiS	TU0-14205
paoABCD	TU0-12876
trkA	TU0-13908
yhbY	TU0-8577
yagU	TU0-8547	Regulation of yagU by DNA-binding transcriptional dual regulator Nac
lpxC	TU0-14606
ldcC	TU0-1161
frlR	TU0-44199
ypfM	TU0-14237
yjcC	TU0-8609
ydiZ	TU0-13381
lysC	TU0-6553	Regulation of lysC by D-lysine
rseD-rpoE-rseABC	TU0-42638
yffL	TU0-13629
yfjI	TU0-13690	Regulation of yfjI by DNA-binding transcriptional dual regulator Nac
fliAZY	TU00471
dtpD	TU0-8563
ompL	TU0-14064
yheO-tusDCB	TU0-14661
gadAX	TU0-45268		H-NS DNA-binding-site regulating gadAp2,Fnr DNA-binding-site 11.5 bases downstream of gadAp2,ArcA-P<sup>asp54</sup> DNA-binding-site regulating gadAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of gadAp2,TorR-P<SUP>asp</SUP> DNA-binding-site 73.5 bases downstream of gadAp2,GadRcs DNA-binding-site 62.5 bases upstream of gadAp2,GadW DNA-binding-site 121.5 bases upstream of gadAp2,GadX DNA-binding-site 100.5 bases upstream of gadAp2,GadX DNA-binding-site 78 bases upstream of gadAp2,GadX DNA-binding-site 57.5 bases upstream of gadAp2,GadX DNA-binding-site 10.5 bases upstream of gadAp2
rydC	TU0-14392
ydbA	TU0-13244
yqgEF	TU0-13806
nepI	TU0-14010
ybdH	TU0-8558
allR	TU0-8873
yedA	TU0-8718
fimB	TU00412
ansP	TU0-8147
otsA	TU00391
yahH	TU0-12893
dppABCDF	TU00262	Regulation of dppABCDF by small regulatory RNA GcvB	Fnr DNA-binding-site 162.5 bases upstream of dppAp,IHF DNA-binding-site 1848 bases downstream of dppAp
folE-yeiB	TU0-13539	Regulation of folE-yeiB by small regulatory RNA SgrS,Regulation of folE-yeiB by small regulatory RNA FnrS
ykgEFG	TU0-12887
hdeAB-yhiD	TU00282	Regulation of hdeAB-yhiD by ppGpp	GadX DNA-binding-site 94.5 bases upstream of hdeDp2,MarA DNA-binding-site 39 bases upstream of hdeAp2,H-NS DNA-binding-site 118 bases upstream of hdeAp2,TorR-P<SUP>asp</SUP> DNA-binding-site 27.5 bases upstream of hdeAp2
sibC	TU0-14717
adeQ	TU0-14012
nagBACD	TU00043		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 27.5 bases upstream of nagEp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 61.5 bases upstream of nagEp,NagC DNA-binding-site 31 bases upstream of nagEp,NagC DNA-binding-site 125 bases upstream of nagEp
sodC	TU0-13356	Regulation of sodC by ppGpp
yjeH	TU0-8610	Regulation of yjeH by DNA-binding transcriptional dual regulator Nac
yfgM	TU0-14646
pqiABC	TU561		MarA DNA-binding-site 42.5 bases upstream of pqiAp3,SoxS DNA-binding-site 40 bases upstream of pqiAp3
yobB-exoX	TU0-13434	Regulation of yobB-exoX by DNA-binding transcriptional dual regulator OmpR-phosphorylated
pstB-phoU	TU0-45237
trxB	TU0-13078
rlmL-uup	TU0-2001
insL2	TU0-12990
nudF-yqiB-cpdA-yqiA-parE	TU0-13837	Regulation of nudF-yqiB-cpdA-yqiA-parE by DNA-binding transcriptional regulator CreB-phosphorylated
yfhM-pbpC	TU0-13652
nimT	TU0-13404
mgrR	TU0-14797
thyA	TU0-42616
ratA-yfjF	TU0-13685
ycaI-msbA-lpxK-ycaQ	TU0-13087
ebgR	TU0-13850
yjiXA	TU0-14208
treR	TU0-2442		PhoP-P<sup>asp51</sup> DNA-binding-site 19 bases downstream of treRp4
pepA	TU0-14741
ygfK-ssnA	TU0-13781
feaR	TU0-42549
mdoGH	TU0-45174
ubiEJB	TU0-5881
yghA	TU0-14232	Regulation of yghA by ppGpp
fabI	TU0-42604
fecABCDE	TU00151		DNA-binding transcriptional dual regulator Fur DNA-binding-site 29 bases upstream of fecAp,DNA-binding transcriptional dual regulator Fur DNA-binding-site 26 bases upstream of fecAp,PdhR DNA-binding-site 21 bases upstream of fecAp
hupB	TU488		Fis DNA-binding-site 145 bases upstream of hupBp3,Fis DNA-binding-site 122 bases upstream of hupBp3,Fis DNA-binding-site 89.5 bases upstream of hupBp3,Fis DNA-binding-site 141 bases downstream of hupBp3
sgrST-setA	TU0-12806		SgrR DNA-binding-site 53.5 bases upstream of sgrSp2
atoSC	TU0-13562
treF	TU0-8360	Regulation of treF by ppGpp
ftsQAZ	TU00210		SdiA DNA-binding-site 161.5 bases upstream of ftsQp,SdiA DNA-binding-site 15.5 bases upstream of ftsQp,SdiA DNA-binding-site 163.5 bases upstream of ftsQp
ybeZYX-lnt	TU0-14471
thrLABC	TU00178	Regulation of thrLABC by ppGpp
ibsC	TU0-45157	Regulation of ibsC by small regulatory RNA antitoxin SibC
lsrACDBFG-tam	TU0-7861		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 131.5 bases upstream of lsrRp,LsrR DNA-binding-site 11.5 bases downstream of lsrAp
metT-leuW-glnUW-metU-glnVX	TU00507		Fis DNA-binding-site 67 bases upstream of metTp
yjgM	TU0-8619	Regulation of yjgM by DNA-binding transcriptional dual regulator Nac
gltX	TU0-6409
leuX	TU00506		Fis DNA-binding-site 75 bases upstream of leuXp
gltBDF	TU0-45182		ArgR-arg DNA-binding-site 331.5 bases upstream of gltBp2,ArgR-arg DNA-binding-site 352 bases upstream of gltBp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 65.5 bases upstream of gltBp2,IHF DNA-binding-site 85 bases upstream of gltBp2,IHF DNA-binding-site 89 bases upstream of gltBp2,Fnr DNA-binding-site 26.5 bases upstream of gltBp2,GadE DNA-binding-site 284 bases upstream of gltBp2,Lrp DNA-binding-site 152 bases upstream of gltBp2,Lrp DNA-binding-site 215 bases upstream of gltBp2,Lrp DNA-binding-site 246 bases upstream of gltBp2
galE	TU0-45178
gspAB	TU0-14377		H-NS DNA-binding-site regulating gspAp2
yiaD	TU0-13979
rrsB-gltT-rrlB-rrfB	TU0-45275		Lrp-leu DNA-binding-site 53 bases upstream of rrsBp,H-NS DNA-binding-site 26 bases upstream of rrsBp,H-NS DNA-binding-site 50 bases upstream of rrsBp,H-NS DNA-binding-site 83 bases upstream of rrsBp,Fis DNA-binding-site 143 bases upstream of rrsBp,Fis DNA-binding-site 102 bases upstream of rrsBp,Fis DNA-binding-site 71 bases upstream of rrsBp
yibJ	TU0-13990
tag-yiaC	TU0-13978
miaA-hfq-hflXKC	TU0-14563
yodC	TU0-13461
esrE	TU0-42484
iraP	TU0-12913
micA	TU0-8515
rhsE-ydcD	TU0-13276
hemA	TU0-4202
hypBCDE	TU00424		Fnr DNA-binding-site 149.5 bases upstream of hypBp,Fnr DNA-binding-site 43.5 bases upstream of hypBp
yeaQ	TU0-13406	Regulation of yeaQ by ppGpp
yfbO	TU0-13577
groL	TU0-14672
panD	TU0-8486
cdaR	TU0-4501
mutY-yggX	TU0-5781
znuCB	TU0-4604		DNA-binding transcriptional repressor Zur DNA-binding-site 38 bases downstream of znuAp
relA-mazEF	TU521
grcA	TU0-42577
hipBA	TU00284		HipAB DNA-binding-site 85.5 bases upstream of hipBp,HipAB DNA-binding-site 57.5 bases upstream of hipBp,HipAB DNA-binding-site 18.5 bases upstream of hipBp,HipAB DNA-binding-site 10.5 bases downstream of hipBp,IHF DNA-binding-site 117 bases upstream of hipBp
ynfO-ydfO	TU0-13318
yfjU	TU0-13696
ahpCF	TU0-14761
cecR-ybhGFSR	TU0-13050
csiD-ygaF-gabDTP	TU0-4001		GlaR DNA-binding-site 13 bases upstream of csiDp,H-NS DNA-binding-site regulating csiDp,Lrp-leu DNA-binding-site regulating csiDp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 68.5 bases upstream of csiDp
ygeY	TU0-13775
yphH	TU0-8651
pstB-phoU	TU0-36419
ygiW	TU0-13834
nhaB	TU0-13173
hchA	TU0-14416		H-NS DNA-binding-site regulating hchAp2
dsrA	TU0-8788
proW	TU0-198743
nemA	TU0-14352
hemL	TU0-14805
thrW	TU00490		Fis DNA-binding-site 66 bases upstream of thrWp
yegTUV	TU0-13509	Regulation of yegTUV by DNA-binding transcriptional regulator GgaR
frsA	TU0-12857
tcyJ	TU0-14515	Regulation of tcyJ by small regulatory RNA GcvB
cvpA-purF-ubiX	TU00475		PurR-hypoxanthine DNA-binding-site 28.5 bases upstream of cvpAp1
ftsZ	TU0-1424
pgpB	TU0-13199
appCBA-yccB	TU0-45265		AppY DNA-binding-site regulating appCp2
mutY-yggX-mltC-nupG	TU0-5562
ldcA	TU0-13175
ligT	TU0-14344
yfcC	TU0-13584
bepA-yfgD	TU0-14645
yahB	TU0-12890
cfa	TU503
yjiT	TU0-14206
pabB-nudL	TU0-13417
osmC	TU0-1761	Regulation of osmC by ppGpp	P<SUP>asp56</SUP> RcsB DNA-binding-site 41.5 bases upstream of osmCp1,Lrp DNA-binding-site 62 bases upstream of osmCp2,NhaR-Na<SUP>+</SUP> DNA-binding-site 42 bases upstream of osmCp1
nudB-yebC-ruvC	TU0-8243
eamA	TU0-8704	Regulation of eamA by DNA-binding transcriptional dual regulator Nac
tfaS	TU0-13602
norVW	TU0-4441		NorR DNA-binding-site 1 bases downstream of norRp,NorR DNA-binding-site 45 bases upstream of norRp,NorR DNA-binding-site 21 bases upstream of norRp,NarP-P<sup>asp59</sup> DNA-binding-site 69 bases upstream of norVp,NarL-P<sup>asp59</sup> DNA-binding-site 69 bases upstream of norVp,IHF DNA-binding-site 17 bases downstream of norVp,IHF DNA-binding-site 48 bases upstream of norVp,NarP-P<sup>asp59</sup> DNA-binding-site 78 bases upstream of norVp,NarL-P<sup>asp59</sup> DNA-binding-site 78 bases upstream of norVp,Fnr DNA-binding-site 140.5 bases upstream of norVp
