Gene ID (EcoCyc),Gene name,Enzyme encoded,Pathways,Pathways parent,Protein products,Reactions
EG20257,nrdE,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,"['PWY-7222', 'PWY-7220', 'PWY0-166', 'PWY-7184']","['Guanosine-Deoxy-Denovo-Biosynthesis', 'Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn']",NRDE-MONOMER,"['RIBONUCLEOSIDE-DIP-REDUCTII-RXN', 'RXN0-748', 'RXN0-747', 'RXN0-722', 'CDPREDUCT-RXN', 'RIBONUCLEOSIDE-DIP-REDUCTI-RXN']"
EG12381,nrdF,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,"['PWY-7222', 'PWY-7220', 'PWY0-166', 'PWY-7184']","['Guanosine-Deoxy-Denovo-Biosynthesis', 'Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn']",NRDF-MONOMER,"['RIBONUCLEOSIDE-DIP-REDUCTII-RXN', 'RXN0-748', 'RXN0-747', 'RXN0-722', 'CDPREDUCT-RXN', 'RIBONUCLEOSIDE-DIP-REDUCTI-RXN']"
G812,nrdG,CPLX0-229,,,RNTRACTIV-MONOMER,['RNTRACTIV-RXN']
EG11946,nrfC,CPLX0-8238,PWY0-1585,"['ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NRFC-MONOMER,['RXN-18604']
EG11947,nrfD,CPLX0-8238,PWY0-1585,"['ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NRFD-MONOMER,['RXN-18604']
EG11138,nudB,H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,PWY-6147,6-HM-Dihydropterin-PP-Biosynthesis,H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,"['H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN', 'RXN0-384']"
G7740,nudE,CPLX0-1221,,,G7740-MONOMER,['ADPSUGPPHOSPHAT-RXN']
EG12633,nudF,CPLX0-3721,PWY0-1597,Flavin-Biosynthesis,EG12633-MONOMER,"['RXN0-7309', 'ADPSUGPPHOSPHAT-RXN']"
G6954,nudG,G6954-MONOMER,PWY-7206,"['Metabolic-Clusters', 'Pyrimidine-Deoxyribonucleosides-Deg']",G6954-MONOMER,"['RXN0-6957', 'RXN-14188', 'RXN0-7291']"
G7164,nudI,G7164-MONOMER,"['PWY0-166', 'PWY-7184', 'PWY-7187', 'PWY-7206']","['Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Metabolic-Clusters', 'Pyrimidine-Deoxyribonucleosides-Deg']",G7164-MONOMER,"['RXN-17104', 'DUTP-PYROP-RXN', 'RXN0-5107', 'DCTP-PYROPHOSPHATASE-RXN']"
G6580,nudJ,G6580-MONOMER,PWY0-1597,Flavin-Biosynthesis,G6580-MONOMER,"['RXN0-7309', 'GUANOSINE-DIPHOSPHATASE-RXN', 'RXN0-3543', 'RXN0-3542']"
EG12410,nudK,CPLX0-3971,,,EG12410-MONOMER,['RXN0-5108']
EG12082,nuoA,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOA-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12083,nuoB,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOB-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12084,nuoC,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOC-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12086,nuoE,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOE-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG11774,nuoF,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOF-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12087,nuoG,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOG-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12088,nuoH,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOH-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12089,nuoI,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOI-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12090,nuoJ,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOJ-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12091,nuoK,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOK-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12092,nuoL,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOL-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG11773,nuoM,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUOM-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG12093,nuoN,NADH-DHI-CPLX,"['PWY0-1335', 'PWY0-1334', 'PWY0-1348', 'PWY0-1352', 'PWY0-1336', 'PWY0-1590', 'PWY0-1347']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer']",NUON-MONOMER,"['NADH-DEHYDROG-A-RXN', 'RXN0-5388']"
EG11971,nupC,NUPC-MONOMER,,,NUPC-MONOMER,"['TRANS-RXN-108D', 'TRANS-RXN-108B', 'TRANS-RXN-108H', 'TRANS-RXN-108E', 'TRANS-RXN-108G', 'TRANS-RXN-108I', 'TRANS-RXN-108F', 'TRANS-RXN-108C', 'TRANS-RXN-108A', 'TRANS-RXN-476']"
EG10664,nupG,NUPG-MONOMER,,,NUPG-MONOMER,"['TRANS-RXN-108A', 'TRANS-RXN-108B', 'TRANS-RXN-108H', 'TRANS-RXN-474', 'TRANS-RXN-108C', 'TRANS-RXN-108I', 'TRANS-RXN-475', 'TRANS-RXN-108G', 'TRANS-RXN-108D', 'TRANS-RXN-108E', 'TRANS-RXN-476']"
EG10670,ompC,CPLX0-7533,,,EG10670-MONOMER,"['RXN0-2481', 'RXN0-7211', 'RXN0-7241', 'RXN0-7210', 'RXN0-7209', 'RXN0-7208', 'RXN0-7207', 'RXN0-7206', 'RXN0-7204', 'RXN0-1741', 'TRANS-RXN0-445', 'RXN0-7203', 'RXN0-7202', 'RXN0-7201', 'RXN0-7200', 'RXN0-7199', 'RXN0-7247', 'RXN0-7246', 'TRANS-RXN-380', 'RXN0-7245', 'RXN-15315', 'RXN0-0', 'RXN0-7244', 'RXN0-7243', 'RXN0-7242', 'TRANS-RXN0-490', 'TRANS-RXN0-615', 'TRANS-RXN0-614', 'TRANS-RXN0-612', 'TRANS-RXN0-611', 'TRANS-RXN0-609', 'TRANS-RXN0-608', 'TRANS-RXN0-607', 'TRANS-RXN0-606', 'TRANS-RXN0-604', 'TRANS-RXN0-603', 'TRANS-RXN0-601', 'TRANS-RXN0-598']"
EG10671,ompF,CPLX0-7534,,,EG10671-MONOMER,"['RXN0-2481', 'RXN0-7211', 'RXN0-7210', 'RXN0-7209', 'RXN0-7208', 'RXN0-7206', 'RXN0-7204', 'RXN0-1741', 'TRANS-RXN0-445', 'RXN0-7203', 'RXN0-7202', 'RXN0-7199', 'RXN0-7201', 'RXN0-7200', 'RXN0-7247', 'RXN0-7246', 'RXN0-7245', 'RXN0-0', 'RXN-15315', 'RXN0-7244', 'RXN0-7243', 'RXN0-7241', 'TRANS-RXN0-490', 'RXN0-7242', 'RXN0-7207', 'TRANS-RXN0-609', 'TRANS-RXN0-615', 'TRANS-RXN0-614', 'TRANS-RXN0-612', 'TRANS-RXN0-611', 'TRANS-RXN0-608', 'TRANS-RXN0-607', 'TRANS-RXN0-606', 'TRANS-RXN0-604', 'TRANS-RXN0-603', 'TRANS-RXN0-601', 'TRANS-RXN0-598', 'TRANS-RXN-380']"
EG12591,opgB,"['PGLYCEROLTRANSII-MONOMER', 'PGLYCEROLTRANSI-MONOMER']",,,"['PGLYCEROLTRANSII-MONOMER', 'PGLYCEROLTRANSI-MONOMER']","['PGLYCEROLTRANSII-RXN', 'PGLYCEROLTRANSI-RXN']"
EG10674,oppA,ABC-22-CPLX,,,OPPA-MONOMER,"['RXN0-11', 'ABC-8-RXN', '3.6.3.23-RXN']"
EG10675,oppB,"['ABC-22-CPLX', 'CPLX0-3970']",,,OPPB-MONOMER,"['RXN0-11', 'ABC-8-RXN', '3.6.3.23-RXN', 'TRANS-RXN0-268']"
EG10676,oppC,"['ABC-22-CPLX', 'CPLX0-3970']",,,OPPC-MONOMER,"['RXN0-11', 'ABC-8-RXN', '3.6.3.23-RXN', 'TRANS-RXN0-268']"
EG10677,oppD,"['ABC-22-CPLX', 'CPLX0-3970']",,,OPPD-MONOMER,"['RXN0-11', 'ABC-8-RXN', '3.6.3.23-RXN', 'TRANS-RXN0-268']"
EG10678,oppF,"['ABC-22-CPLX', 'CPLX0-3970']",,,OPPF-MONOMER,"['RXN0-11', 'ABC-8-RXN', '3.6.3.23-RXN', 'TRANS-RXN0-268']"
EG12012,osmF,ABC-40-CPLX,,,YEHZ-MONOMER,['TRANS-RXN-283']
EG11751,otsA,TREHALOSE6PSYN-MONOMER,TRESYN-PWY,Trehalose-biosynthesis,TREHALOSE6PSYN-MONOMER,['TREHALOSE6PSYN-RXN']
EG11752,otsB,TREHALOSEPHOSPHASYN-MONOMER,TRESYN-PWY,Trehalose-biosynthesis,TREHALOSEPHOSPHASYN-MONOMER,['TREHALOSEPHOSPHA-RXN']
G7236,oxc,CPLX0-7878,,,G7236-MONOMER,['OXALYL-COA-DECARBOXYLASE-RXN']
G6709,paaA,CPLX0-1762,PWY0-321,Phenylacetate-Degradation,G6709-MONOMER,['RXN0-2042']
G6710,paaB,CPLX0-1762,PWY0-321,Phenylacetate-Degradation,G6710-MONOMER,['RXN0-2042']
G6711,paaC,CPLX0-1762,PWY0-321,Phenylacetate-Degradation,G6711-MONOMER,['RXN0-2042']
G6713,paaE,CPLX0-1762,PWY0-321,Phenylacetate-Degradation,G6713-MONOMER,['RXN0-2042']
G6714,paaF,G6714-MONOMER,PWY0-321,Phenylacetate-Degradation,G6714-MONOMER,['RXN-2425']
G6715,paaG,G6715-MONOMER,PWY0-321,Phenylacetate-Degradation,G6715-MONOMER,['RXN0-6510']
G6716,paaH,G6716-MONOMER,PWY0-321,Phenylacetate-Degradation,G6716-MONOMER,['RXN0-2044']
G6717,paaI,CPLX0-3941,,,G6717-MONOMER,"['RXN0-7104', 'RXN0-5065']"
G6718,paaJ,G6718-MONOMER,PWY0-321,Phenylacetate-Degradation,G6718-MONOMER,"['RXN0-6512', 'RXN-3641']"
G6719,paaK,G6719-MONOMER,PWY0-321,Phenylacetate-Degradation,G6719-MONOMER,['RXN-10819']
G6721,paaY,CPLX0-8127,,,G6721-MONOMER,['RXN0-7103']
G6708,paaZ,CPLX0-8538,PWY0-321,Phenylacetate-Degradation,G6708-MONOMER,"['RXNMETA-12671', 'RXNMETA-12672', '3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN']"
EG10682,pabA,PABASYN-CPLX,"['GLUTAMINDEG-PWY', 'GLUTSYN-PWY', 'AMMASSIM-PWY', 'PWY-6543']","['GLUTAMINE-DEG', 'GLUTAMATE-SYN', 'Ammonia-Assimilation', '4-Aminobenzoate-Biosynthesis']",PABASYN-COMPII-MONOMER,"['PABASYN-RXN', 'GLUTAMIN-RXN', 'RXN-22713']"
EG10683,pabB,PABASYN-CPLX,"['GLUTAMINDEG-PWY', 'GLUTSYN-PWY', 'AMMASSIM-PWY', 'PWY-6543']","['GLUTAMINE-DEG', 'GLUTAMATE-SYN', 'Ammonia-Assimilation', '4-Aminobenzoate-Biosynthesis']",PABASYN-COMPI-MONOMER,"['PABASYN-RXN', 'GLUTAMIN-RXN', 'RXN-22713']"
EG11493,pabC,ADCLY-CPLX,PWY-6543,4-Aminobenzoate-Biosynthesis,ADCLY-MONOMER,['ADCLY-RXN']
EG11675,panB,3-METHYL-2-OXOBUT-OHCH3XFER-CPLX,PANTO-PWY,Pantothenate-Biosynthesis,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER,['3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN']
EG11746,panC,PANTOATE-BETA-ALANINE-LIG-CPLX,PANTO-PWY,Pantothenate-Biosynthesis,PANTOATE-BETA-ALANINE-LIG-MONOMER,['PANTOATE-BETA-ALANINE-LIG-RXN']
G6239,panE,2-DEHYDROPANTOATE-REDUCT-MONOMER,PANTO-PWY,Pantothenate-Biosynthesis,2-DEHYDROPANTOATE-REDUCT-MONOMER,['2-DEHYDROPANTOATE-REDUCT-RXN']
EG10685,panF,PANF-MONOMER,,,PANF-MONOMER,['TRANS-RXN-117']
G6157,paoA,CPLX0-7805,,,G6157-MONOMER,"['CARBOXYLATE-REDUCTASE-RXN', 'RXN-24042', 'RXN-24038']"
G6156,paoB,CPLX0-7805,,,G6156-MONOMER,"['CARBOXYLATE-REDUCTASE-RXN', 'RXN-24042', 'RXN-24038']"
G7596,patA,CPLX0-8159,"['PWY0-461', 'PUTDEG-PWY']","['LYSINE-DEG', 'Putrescine-Degradation']",G7596-MONOMER,"['RXN0-7317', 'PUTTRANSAM-RXN', 'DIAMTRANSAM-RXN']"
G6755,patD,CPLX0-3641,"['PUTDEG-PWY', 'PWY0-461']","['Putrescine-Degradation', 'LYSINE-DEG']",G6755-MONOMER,"['AMINOBUTDEHYDROG-RXN', 'RXN0-7318']"
EG12015,pbpG,EG12015-MONOMER,,,EG12015-MONOMER,['RXN0-3461']
EG10688,pck,PEPCARBOXYKIN-MONOMER,GLUCONEO-PWY,Gluconeogenesis,PEPCARBOXYKIN-MONOMER,['PEPCARBOXYKIN-RXN']
G7314,pdeF,CPLX0-8200,,,G7314-MONOMER,['RXN0-4181']
EG10691,pdxA,CPLX0-7847,PYRIDOXSYN-PWY,Vitamin-B6-Biosynthesis,PDXA-MONOMER,['RXN-13179']
EG11487,pdxH,PDXH-CPLX,"['PYRIDOXSYN-PWY', 'PLPSAL-PWY']","['Vitamin-B6-Biosynthesis', 'Vitamin-B6-Biosynthesis']",PDXH-MONOMER,"['PNPOXI-RXN', 'PMPOXI-RXN']"
EG10693,pdxJ,CPLX0-321,PYRIDOXSYN-PWY,Vitamin-B6-Biosynthesis,PDXJ-MONOMER,['PDXJ-RXN']
G7259,pdxK,PDXK-CPLX,"['PLPSAL-PWY', 'PWY-6910']","['Vitamin-B6-Biosynthesis', 'Thiamin-Salvage']",PDXK-MONOMER,"['PYRIDOXKIN-RXN', 'PNKIN-RXN', 'PYRAMKIN-RXN', 'OHMETPYRKIN-RXN', 'RXN0-7436']"
G6879,pdxY,CPLX0-8031,PLPSAL-PWY,Vitamin-B6-Biosynthesis,PDXY-MONOMER,['PYRIDOXKIN-RXN']
EG10694,pepA,CPLX0-3061,,,EG10694-MONOMER,"['3.4.11.1-RXN', 'RXN-6622']"
EG12310,pepB,CPLX0-8122,,,EG12310-MONOMER,"['RXN0-5204', 'RXN-6622']"
EG10695,pepD,CPLX0-3001,PWY0-1546,Polymer-Degradation,EG10695-MONOMER,"['RXN0-6981', '3.4.13.18-RXN', 'RXN-6622']"
EG10696,pepN,EG10696-MONOMER,,,EG10696-MONOMER,"['RXN0-5195', '3.4.11.2-RXN', 'RXN-6622']"
EG10699,pfkA,6PFK-1-CPX,"['PWY-5484', 'GLYCOLYSIS', 'PWY0-1517']","['GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS', 'Energy-Metabolism']",6PFK-1-MONOMER,"['6PFRUCTPHOS-RXN', 'RXN0-6541']"
EG10700,pfkB,6PFK-2-CPX,"['PWY-5484', 'GLYCOLYSIS', 'GALACTITOLCAT-PWY']","['GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS', 'SUGAR-ALCOHOLS-DEG']",6PFK-2-MONOMER,"['6PFRUCTPHOS-RXN', 'TAGAKIN-RXN']"
EG10028,pflA,PFLACTENZ-MONOMER,,,PFLACTENZ-MONOMER,"['1.97.1.4-A-RXN', 'TDCEACT1-RXN']"
EG10702,pgi,CPLX0-7877,"['PWY-5659', 'GLUCONEO-PWY', 'UDPNAGSYN-PWY', 'GLYCOLYSIS']","['GDP-Sugar-Biosynthesis', 'Gluconeogenesis', 'UDP-NAc-Glucosamine-Biosynthesis', 'GLYCOLYSIS-VARIANTS']",PGLUCISOM,['PGLUCISOM-RXN']
EG10703,pgk,PGK,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",PGK,['PHOSGLYPHOS-RXN']
G6397,pgl,6PGLUCONOLACT-MONOMER,"['GLYCOLYSIS-E-D', 'OXIDATIVEPENT-PWY']","['Energy-Metabolism', 'Super-Pathways', 'Pentose-Phosphate-Cycle']",6PGLUCONOLACT-MONOMER,['6PGLUCONOLACT-RXN']
EG10704,pgpA,PGPPHOSPHAA-MONOMER,"['PWY0-1545', 'PWY-5668']","['Cardiolipin-Biosynthesis', 'Cardiolipin-Biosynthesis']",PGPPHOSPHAA-MONOMER,['PGPPHOSPHA-RXN']
EG10705,pgpB,PGPPHOSPHAB-MONOMER,"['PWY0-1545', 'PWY-5668', 'PWY-5785']","['Cardiolipin-Biosynthesis', 'Cardiolipin-Biosynthesis', 'Lipid-Anchor-Biosynthesis', 'Polyprenyl-Biosynthesis']",PGPPHOSPHAB-MONOMER,"['PGPPHOSPHA-RXN', 'RXN-11277', 'UNDECAPRENYL-DIPHOSPHATASE-RXN']"
EG10706,pgsA,PHOSPHAGLYPSYN-MONOMER,"['PWY0-1545', 'PWY-5668']","['Cardiolipin-Biosynthesis', 'Cardiolipin-Biosynthesis']",PHOSPHAGLYPSYN-MONOMER,['PHOSPHAGLYPSYN-RXN']
EG10707,pheA,CHORISMUTPREPHENDEHYDRAT-CPLX,"['TYRSYN', 'PHESYN']","['TYROSINE-SYN', 'PHENYLALANINE-SYN']",CHORISMUTPREPHENDEHYDRAT-MONOMER,"['CHORISMATEMUT-RXN', 'PREPHENATEDEHYDRAT-RXN']"
EG10708,pheP,PHEP-MONOMER,,,PHEP-MONOMER,['TRANS-RXN-56']
EG10713,phnC,ABC-23-CPLX,,,PHNC-MONOMER,"['ABC-23-RXN', 'TRANS-RXN-238']"
EG10714,phnD,ABC-23-CPLX,,,PHND-MONOMER,"['ABC-23-RXN', 'TRANS-RXN-238']"
EG10716,phnG,,,,EG10716-MONOMER,
EG10717,phnH,,,,EG10717-MONOMER,
EG10718,phnI,EG10718-MONOMER,"['PWY0-1533', 'PWY-7805']","['Methylphosphonate-Degradation', 'Phosphonate-Degradation']",EG10718-MONOMER,"['RXN0-6732', 'RXN-17954']"
EG10719,phnJ,EG10719-MONOMER,"['PWY-7805', 'PWY0-1533']","['Phosphonate-Degradation', 'Methylphosphonate-Degradation']",EG10719-MONOMER,"['RXN-17956', 'RXN0-6734']"
EG10721,phnL,,,,PHNL-MONOMER,
EG10722,phnM,EG10722-MONOMER,"['PWY-7805', 'PWY0-1533']","['Phosphonate-Degradation', 'Methylphosphonate-Degradation']",EG10722-MONOMER,"['RXN-17955', 'RXN0-6733']"
EG10723,phnN,EG10723-MONOMER,"['PWY-7805', 'PWY0-1533']","['Phosphonate-Degradation', 'Methylphosphonate-Degradation']",EG10723-MONOMER,['RXN0-1401']
EG10725,phnP,CPLX0-7936,"['PWY-7805', 'PWY0-1533']","['Phosphonate-Degradation', 'Methylphosphonate-Degradation']",EG10725-MONOMER,['RXN0-6710']
