Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Object ID
ydjL	b1776	1860256	1861332	putative zinc-binding dehydrogenase YdjL	PARTIAL	G6963
ileV	b0202	225381	225457	tRNA-Ile(GAU)	WELL-CHARACTERIZED	EG30045
yqjE	b3099	3249683	3250087	inner membrane protein YqjE	UNCHARACTERIZED	G7613
hybD	b2993	3140792	3141286	hydrogenase 2 maturation protease	WELL-CHARACTERIZED	EG11802
xylB	b3564	3727917	3729371	xylulokinase	WELL-CHARACTERIZED	EG11075
yafL	b0227	246712	247461	NlpC/P60 family protein YafL	UNCHARACTERIZED	G6111
mscS	b2924	3068947	3069807	small conductance mechanosensitive channel MscS	WELL-CHARACTERIZED	EG11160
waaU	b3623	3798239	3799312	putative ADP-heptose:LPS heptosyltransferase 4	PARTIAL	EG11423
G0-10698		1670949	1671136			G0-10698
rimJ	b1066	1125562	1126146	ribosomal-protein-S5-alanine N-acetyltransferase	WELL-CHARACTERIZED	EG10851
hycF	b2720	2844210	2844752	hydrogenase 3 [Fe-S] protein HycF	WELL-CHARACTERIZED	EG10479
coaE	b0103	112599	113219	dephospho-CoA kinase	WELL-CHARACTERIZED	EG12312
mrcB	b0149	164730	167264	penicillin binding protein 1B&gamma; // peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB	WELL-CHARACTERIZED	EG10605
ccmA	b2201	2297021	2297644	cytochrome <i>c</i> maturation protein A	WELL-CHARACTERIZED	EG12059
yjhG	b4297	4522127	4524094	KpLE2 phage-like element; D-xylonate dehydratase	WELL-CHARACTERIZED	G7910
insAB5		1978518	1979215	InsAB' transposase	PARTIAL	G0-10539
ykiA	b0392	408609	408950	DUF2773 domain-containing protein YkiA		G6231
yajQ	b0426	444683	445174	nucleotide binding protein YajQ	WELL-CHARACTERIZED	G6240
beeE	b1151	1205731	1206204	e14 prophage; protein BeeE	UNCHARACTERIZED	G6595
b0017	b0017	15869	16177			G6084
sgcQ	b4303	4528111	4528917	KpLE2 phage-like element; putative nucleoside triphosphatase	PARTIAL	G7915
rbsB	b3751	3936278	3937168	ribose ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10815
hyi	b0508	535710	536486	hydroxypyruvate isomerase	WELL-CHARACTERIZED	G6277
arsC	b3503	3650237	3650662	arsenate reductase	PARTIAL	EG12237
ykfA	b0253	268097	268960	CP4-6 prophage; putative GTP-binding protein YkfA	PARTIAL	G6128
rffH	b3789	3973608	3974489	glucose-1-phosphate thymidylyltransferase 2	WELL-CHARACTERIZED	EG11454
cydD	b0887	929196	930962	heme ABC transporter subunit CydD	WELL-CHARACTERIZED	EG11405
ldrB	b4421	1269703	1269810	small toxic polypeptide LdrB	PARTIAL	G0-9605
lacI	b0345	366428	367510	DNA-binding transcriptional repressor LacI	WELL-CHARACTERIZED	EG10525
panZ	b3459	3597984	3598367	acetyl-CoA-bound PanD maturation factor // PanD maturation factor	WELL-CHARACTERIZED	EG12211
artP	b0864	903006	903734	L-arginine ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG11624
purD	b4005	4204642	4205931	phosphoribosylamine--glycine ligase	WELL-CHARACTERIZED	EG10792
dppB	b3543	3704771	3705790	dipeptide ABC transporter membrane subunit DppB	WELL-CHARACTERIZED	EG12625
tesB	b0452	474301	475161	acyl-CoA thioesterase II	WELL-CHARACTERIZED	EG10995
malE	b4034	4245229	4246419	maltose ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10554
ydcD	b1457	1529922	1530404	uncharacterized protein YdcD	UNCHARACTERIZED	EG11760
torD	b0998	1061799	1062398	trimethylamine-N-oxide reductase-specific chaperone	WELL-CHARACTERIZED	EG12195
hupA	b4000	4200281	4200553	DNA-binding protein HU-&alpha;	WELL-CHARACTERIZED	EG10466
gss	b2988	3136663	3138522	fused glutathionylspermidine amidase / glutathionylspermidine synthetase	WELL-CHARACTERIZED	EG12882
tamB	b4221	4444112	4447891	translocation and assembly module subunit TamB	PARTIAL	G7875
deoB	b4383	4619603	4620826	phosphopentomutase	WELL-CHARACTERIZED	EG10220
yafF	b4503	239190	239378	putative uncharacterized protein YafF		G0-10431
yjjA	b4360	4599695	4600189	DUF2501 domain-containing protein YjjA	UNCHARACTERIZED	EG11214
ibsE	b4666	3195141	3195200	toxic peptide IbsE	PARTIAL	G0-10629
trkH	b3849	4033145	4034596	K+ transporter TrkH	WELL-CHARACTERIZED	EG11021
intF	b0281	295696	297096	CP4-6 prophage; putative phage integrase	PARTIAL	G6152
tcyP	b1729	1810934	1812325	cystine/sulfocysteine:cation symporter	WELL-CHARACTERIZED	G6934
birA	b3973	4173082	4174047	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA	WELL-CHARACTERIZED	EG10123
ygaP	b2668	2797520	2798044	thiosulfate sulfurtransferase YgaP	WELL-CHARACTERIZED	G7398
araA	b0062	66835	68337	L-arabinose isomerase	WELL-CHARACTERIZED	EG10052
gatZ	b2095	2175059	2176321	putative tagatose-1,6-bisphosphate aldolase 2 chaperone	PARTIAL	G7128
murF	b0086	94650	96008	UDP-<i>N</i>-acetylmuramoyl-tripeptide&mdash;D-alanyl-D-alanine ligase	WELL-CHARACTERIZED	EG10622
ddpC	b1485	1559014	1559910	putative D,D-dipeptide ABC transporter membrane subunit DdpC	PARTIAL	G6779
ascF	b2715	2839524	2840981	&beta;-glucoside specific PTS enzyme IIBC component	PARTIAL	EG10086
yfaS	b4500	2329798	2334402	putative macroglobulin family protein, N-terminal fragment		G7155
yafV	b0219	239419	240189	2-oxoglutaramate amidase	PARTIAL	G6103
ldhA	b1380	1441854	1442843	D-lactate dehydrogenase	WELL-CHARACTERIZED	G592
rpmE	b3936	4127013	4127225	50S ribosomal subunit protein L31	WELL-CHARACTERIZED	EG10889
betT	b0314	329463	331496	choline:H+ symporter	WELL-CHARACTERIZED	EG10112
lgoT	b4356	4593361	4594722	galactonate:H+ symporter	WELL-CHARACTERIZED	EG12587
osmB	b1283	1343110	1343328	osmotically-inducible lipoprotein OsmB	PARTIAL	EG10679
ghxP	b4064	4278479	4279828	guanine/hypoxanthine transporter GhxP	WELL-CHARACTERIZED	EG11939
priB	b4201	4425520	4425834	primosomal replication protein N	WELL-CHARACTERIZED	EG10764
lpxM	b1855	1939222	1940193	Lipid A biosynthesis myristoyltransferase	WELL-CHARACTERIZED	EG10614
lgoD	b4358	4595990	4597012	L-galactonate oxidoreductase	WELL-CHARACTERIZED	G7945
yobH	b4536	1908925	1909164	uncharacterized protein YobH	UNCHARACTERIZED	G0-10454
ynfC	b1585	1656747	1657457	PF06788 family lipoprotein YnfC	UNCHARACTERIZED	G6843
flgN	b1070	1129414	1129830	flagellar biosynthesis protein FlgN	WELL-CHARACTERIZED	G6562
yicL	b3660	3838248	3839171	putative transporter YicL	PARTIAL	EG11688
yaiZ	b0380	399593	399805	DUF2754 domain-containing protein YaiZ	UNCHARACTERIZED	G6229
ydcL	b1431	1502457	1503125	DUF3313 domain-containing lipoprotein YdcL	UNCHARACTERIZED	G6742
sgbE	b3583	3750086	3750781	L-ribulose-5-phosphate 4-epimerase SgbE	WELL-CHARACTERIZED	EG12287
opgC	b1047	1107784	1108941	osmoregulated periplasmic glucans (OPG) biosynthesis protein C	WELL-CHARACTERIZED	G6552
malM	b4037	4249554	4250474	maltose regulon periplasmic protein	PARTIAL	EG10559
yqgF	b2949	3093500	3093916	ribonuclease H-like domain-containing nuclease	WELL-CHARACTERIZED	G7525
proP	b4111	4330502	4332004	osmolyte:H<sup>+</sup> symporter ProP	WELL-CHARACTERIZED	EG11612
fabA	b0954	1015952	1016470	&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase	WELL-CHARACTERIZED	EG10273
hpt	b0125	141431	141967	hypoxanthine phosphoribosyltransferase	WELL-CHARACTERIZED	EG20098
flk	b2321	2437950	2438945	putative flagella assembly protein	PARTIAL	EG10229
mbiA	b0012	10830	11315	uncharacterized protein MbiA	UNCHARACTERIZED	EG11509
ahpF	b0606	639753	641318	alkyl hydroperoxide reductase, AhpF component	WELL-CHARACTERIZED	EG11385
rcsD	b2216	2313488	2316160	RcsD-<i>N</i>-phospho-L-histidine // RcsD phosphotransferase	WELL-CHARACTERIZED	EG12385
yjeH	b4141	4369156	4370412	L-methionine/branched chain amino acid exporter	WELL-CHARACTERIZED	G7833
C0067		238462	238586			G0-8896
atpC	b3731	3915553	3915972	ATP synthase F<sub>1</sub> complex subunit &epsilon;	WELL-CHARACTERIZED	EG10100
fimI	b4315	4543728	4544267	putative fimbrial protein FimI	PARTIAL	EG11974
kdpA	b0698	727059	728732	K<sup>+</sup> transporting P-type ATPase subunit KdpA	WELL-CHARACTERIZED	EG10513
yghF	b2970	3112054	3113049	putative type II secretion system C-type protein YghF	PARTIAL	G7537
yghG	b2971	3113067	3113477	outer membrane pilotin	PARTIAL	G7538
rfbX	b2037	2108337	2109584	polyisoprenol-linked O16-antigen repeat unit flippase	PARTIAL	EG11980
ybeX	b0658	690906	691784	CorC-HlyC family protein YbeX	UNCHARACTERIZED	G6361
sfmC	b0531	558974	559666	putative fimbrial chaperone SfmC	PARTIAL	G6291
macA	b0878	919235	920350	ABC-type tripartite efflux pump membrane fusion protein	WELL-CHARACTERIZED	G6461
yhhN	b3468	3605751	3606377	PF07947 family protein YhhN	UNCHARACTERIZED	EG12214
argU	b0536	564723	564799	tRNA-Arg(UCU)	WELL-CHARACTERIZED	EG30014
ycaI	b0913	964320	966584	metallo-&beta;-lactamase superfamily inner membrane protein YcaI	UNCHARACTERIZED	EG12375
bepA	b2494	2616094	2617557	&beta;-barrel assembly-enhancing protease	WELL-CHARACTERIZED	G7311
ydgK	b1626	1705250	1705690	DUF2569 domain-containing inner membrane protein YdgK	UNCHARACTERIZED	G6870
yahE	b0319	335925	336788	DUF2877 domain-containing protein YahE	UNCHARACTERIZED	G6184
tomB	b0461	480334	480708	Hha toxicity modulator TomB	WELL-CHARACTERIZED	EG12429
wzzE	b3785	3969031	3970077	enterobacterial common antigen polysaccharide co-polymerase	PARTIAL	EG11295
pdeN	b2176	2270726	2272282	putative c-di-GMP phosphodiesterase PdeN	PARTIAL	G7148
nudE	b3397	3525589	3526149	ADP-sugar diphosphatase NudE	PARTIAL	G7740
fhuE	b1102	1159362	1161551	ferric coprogen/ferric rhodotorulic acid outer membrane transporter	WELL-CHARACTERIZED	EG10306
hslR	b3400	3529348	3529749	heat shock protein Hsp15	WELL-CHARACTERIZED	G7743
ygeW	b2870	3006262	3007452	putative carbamoyltransferase YgeW	PARTIAL	G7489
ymjC	b4525	1390680	1390862	putative uncharacterized protein YmjC	UNCHARACTERIZED	G0-10446
qorA	b4051	4263248	4264231	putative quinone oxidoreductase 1	PARTIAL	EG11492
ymiA	b4522	1335148	1335288	uncharacterized protein YmiA	UNCHARACTERIZED	G0-10512
gmm	b2051	2125743	2126222	GDP-mannose mannosyl hydrolase	PARTIAL	EG11789
ybdF	b0579	605518	605886	PF04237 family protein YbdF	UNCHARACTERIZED	G6324
ybjI	b0844	885316	886131	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	WELL-CHARACTERIZED	G6442
tatD	b4483	4023554	4024336	3' &rarr; 5' ssDNA/RNA  exonuclease TatD	WELL-CHARACTERIZED	EG11481
ynfF	b1588	1660556	1662979	putative selenate reductase YnfF	PARTIAL	G6846
rcnA	b2106	2185917	2186741	Ni<sup>2+</sup>/Co<sup>2+</sup> exporter	WELL-CHARACTERIZED	G7138
dam	b3387	3515077	3515913	DNA adenine methyltransferase	WELL-CHARACTERIZED	EG10204
eutR	b2437	2554130	2555182	putative DNA-binding transcriptional regulator EutR	PARTIAL	EG12190
uxaA	b3091	3241827	3243314	D-altronate dehydratase	WELL-CHARACTERIZED	EG12734
yqgC	b2940	3086187	3086402	protein YqgC	UNCHARACTERIZED	G7522
agaB	b3138	3284170	3284646	galactosamine-specific PTS enzyme IIB component	WELL-CHARACTERIZED	EG12769
thiM	b2104	2184513	2185301	hydroxyethylthiazole kinase	WELL-CHARACTERIZED	M007
aroK	b3390	3518543	3519064	shikimate kinase 1	WELL-CHARACTERIZED	EG10081
ygeI	b2853	2993638	2993856	protein YgeI	UNCHARACTERIZED	G7473
wzc	b2060	2133490	2135652	protein-tyrosine kinase Wzc	WELL-CHARACTERIZED	G7105
yjgR	b4263	4488561	4490063	DUF853 domain-containing protein YjgR	UNCHARACTERIZED	G7890
pqqL	b1494	1572407	1575202	periplasmic metalloprotease	PARTIAL	EG11744
mcaS	b4426	1405658	1405751	small regulatory RNA McaS	WELL-CHARACTERIZED	G0-8899
chiX	b4585	507204	507287	small regulatory RNA ChiX	WELL-CHARACTERIZED	G0-9382
sgbU	b3582	3749232	3750092	putative L-xylulose 5-phosphate 3-epimerase	PARTIAL	EG12286
hisC	b2021	2092398	2093468	histidinol-phosphate aminotransferase	WELL-CHARACTERIZED	EG10446
rutF	b1007	1069860	1070354	FMN reductase RutF	WELL-CHARACTERIZED	G6518
fhuF	b4367	4604875	4605663	ferric-siderophore reductase FhuF	WELL-CHARACTERIZED	G7949
yceB	b1063	1122713	1123273	putative lipid-binding lipoprotein YceB	PARTIAL	EG11117
ykgF	b0307	322338	323765	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	WELL-CHARACTERIZED	G6177
selO	b1706	1789808	1791244	protein adenylyltransferase SelO	WELL-CHARACTERIZED	G6924
ygcG	b2778	2905711	2906583	TPM domain-containing protein YgcG	UNCHARACTERIZED	G7444
usg	b2319	2435636	2436649	putative semialdehyde dehydrogenase Usg	PARTIAL	EG11059
yajL	b0424	443051	443641	protein/nucleic acid deglycase 3	WELL-CHARACTERIZED	G198
yjjQ	b4365	4603477	4604202	DNA-binding transcriptional repressor YjjQ	PARTIAL	G7947
ykfM	b4586	238257	238736	uncharacterized protein YkfM	UNCHARACTERIZED	G0-10583
folA	b0048	49823	50302	dihydrofolate reductase	WELL-CHARACTERIZED	EG10326
mltB	b2701	2824491	2825576	membrane-bound lytic murein transglycosylase B	WELL-CHARACTERIZED	G7410
dcuC	b0621	654583	655968	anaerobic C4-dicarboxylate transporter DcuC	WELL-CHARACTERIZED	G6347
pinR	b1374	1433084	1433674	Rac prophage; putative site-specific recombinase	PARTIAL	G6697
nikD	b3479	3617015	3617779	Ni(2+) ABC transporter ATP binding subunit NikD	WELL-CHARACTERIZED	EG12078
emrK	b2368	2482176	2483339	tripartite efflux pump membrane fusion protein EmrK	WELL-CHARACTERIZED	G7233
fadM	b0443	464402	464800	long-chain acyl-CoA thioesterase FadM	WELL-CHARACTERIZED	G6244
yadH	b0128	143702	144472	putative ABC transporter membrane subunit YadH	PARTIAL	EG12321
fabR	b3963	4161067	4161771	DNA-binding transcriptional repressor FabR	WELL-CHARACTERIZED	EG11394
yccX	b0968	1030064	1030342	acylphosphatase	WELL-CHARACTERIZED	G6502
sad	b1525	1613315	1614703	succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad	WELL-CHARACTERIZED	G6811
spfP	b4837	4049917	4049964	dual-function small protein SpfP	WELL-CHARACTERIZED	G0-17114
hemA	b1210	1263714	1264970	glutamyl-tRNA reductase	WELL-CHARACTERIZED	EG10427
sfmA	b0530	558212	558754	putative fimbrial protein SfmA	PARTIAL	G6290
yfbS	b2292	2409520	2411352	putative transporter YfbS	PARTIAL	G7186
insAB2		279178	279875	InsAB' transposase	WELL-CHARACTERIZED	G0-10537
oppD	b1246	1304754	1305767	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD	WELL-CHARACTERIZED	EG10677
rlmJ	b3499	3645385	3646227	23S rRNA m<sup>6</sup>A2030 methyltransferase	WELL-CHARACTERIZED	EG12234
ygbA	b2732	2856453	2856806	protein YgbA	UNCHARACTERIZED	EG11287
ddpA	b1487	1560931	1562481	putative D,D-dipeptide ABC transporter periplasmic binding protein	PARTIAL	G6781
yeaY	b1806	1889951	1890532	Slp family lipoprotein YeaY	UNCHARACTERIZED	G6990
yjeJ	b4145	4373365	4374234	protein YjeJ	UNCHARACTERIZED	G7835
ybhK	b0780	815739	816647	putative transferase YbhK	PARTIAL	G6402
syd	b2793	2924735	2925280	SecY-interacting protein	PARTIAL	G7451
racR	b1356	1419765	1420241	Rac prophage; DNA-binding transcriptional regulator RacR	WELL-CHARACTERIZED	G6680
rfaH	b3842	4024333	4024821	transcription antiterminator RfaH	WELL-CHARACTERIZED	EG10839
yjiR	b4340	4570162	4571574	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	PARTIAL	G7936
yfgM	b2513	2638663	2639283	ancillary SecYEG translocon subunit	PARTIAL	G7321
nikC	b3478	3616182	3617015	Ni(2+) ABC transporter membrane subunit NikC	WELL-CHARACTERIZED	EG12077
ppk	b2501	2623044	2625110	polyphosphate kinase	WELL-CHARACTERIZED	EG11510
yffS	b2450	2564523	2565332	CPZ-55 prophage; uncharacterized protein YffS	UNCHARACTERIZED	G7280
uhpC	b3667	3847305	3848624	UhpC-glucose-6-P // inner membrane protein sensing glucose-6-phosphate	PARTIAL	EG11053
atpD	b3732	3915993	3917375	ATP synthase F<sub>1</sub> complex subunit &beta;	WELL-CHARACTERIZED	EG10101
tfaP	b1155	1208132	1208545	e14 prophage; putative tail fiber assembly protein TfaP	PARTIAL	G6598
dsbB	b1185	1232500	1233030	protein thiol:quinone oxidoreductase DsbB<sub>oxidized</sub> // protein thiol:quinone oxidoreductase DsbB	WELL-CHARACTERIZED	EG11393
yjdN	b4107	4325298	4325741	PF06983 family protein YjdN	UNCHARACTERIZED	EG10712
ybiA	b0798	832468	832950	<i>N</i>-glycosidase YbiA	WELL-CHARACTERIZED	EG11579
dicA	b1570	1647934	1648341	DNA-binding transcriptional dual regulator DicA	WELL-CHARACTERIZED	EG10226
sraB	b4418	1146589	1146757	small RNA SraB	UNCHARACTERIZED	G0-8862
fiu	b0805	839249	841531	Fe catecholate outer membrane transporter Fiu	WELL-CHARACTERIZED	G6414
tufA	b3339	3470145	3471329	translation elongation factor Tu 1	PARTIAL	EG11036
nrfB	b4071	4289245	4289811	periplasmic nitrite reductase penta-heme <i>c</i>-type cytochrome	WELL-CHARACTERIZED	EG11945
mukF	b0922	974319	975641	chromosome partitioning protein MukF	WELL-CHARACTERIZED	EG12165
yqaE	b2666	2796870	2797028	Pmp3 family protein YqaE	PARTIAL	G7396
waaP	b3630	3805153	3805950	lipopolysaccharide core heptose (I) kinase	WELL-CHARACTERIZED	EG11340
glnB	b2553	2687070	2687408	uridylyl-[protein PII-1] // nitrogen regulatory protein PII-1	WELL-CHARACTERIZED	EG10384
ascG	b2714	2838254	2839264	DNA-binding transcriptional repressor AscG	WELL-CHARACTERIZED	EG10087
infA	b0884	926225	926443	translation initiation factor IF-1	PARTIAL	EG10504
puuP	b1296	1357802	1359187	putrescine:H+ symporter PuuP	WELL-CHARACTERIZED	G6643
yjjG	b4374	4608646	4609323	pyrimidine 5'-nucleotidase YjjG	WELL-CHARACTERIZED	EG12115
rrsE	b4007	4208147	4209688	16S ribosomal RNA	WELL-CHARACTERIZED	EG30088
metY	b3171	3318213	3318289	tRNA-initiator Met(CAU)	WELL-CHARACTERIZED	EG30061
nudL	b1813	1896170	1896748	putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity	PARTIAL	EG12693
gspG	b3328	3461023	3461460	type II secretion system major pseudopilin GspG	WELL-CHARACTERIZED	G7706
ispU	b0174	194903	195664	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]	WELL-CHARACTERIZED	G6092
ubiT	b3157	3300752	3301276	anaerobic ubiquinone biosynthesis accessory factor UbiT	PARTIAL	G7651
pykF	b1676	1755698	1757110	pyruvate kinase 1	WELL-CHARACTERIZED	EG10804
ruvA	b1861	1945365	1945976	Holliday junction branch migration complex subunit RuvA	WELL-CHARACTERIZED	RUVA
yigE	b4482	4000292	4001056	DUF2233 domain-containing protein YigE	UNCHARACTERIZED	EG11462
ybhC	b0772	805998	807281	outer membrane lipoprotein YbhC	UNCHARACTERIZED	EG12875
ypfJ	b2475	2595874	2596737	uncharacterized protein YpfJ	UNCHARACTERIZED	G7298
nusB	b0416	435137	435556	transcription antitermination protein NusB	WELL-CHARACTERIZED	EG10666
xthA	b1749	1832428	1833234	exodeoxyribonuclease III	WELL-CHARACTERIZED	EG11073
garP	b3127	3273573	3274907	galactarate/D-glucarate transporter GarP	WELL-CHARACTERIZED	EG12760
tauC	b0367	386971	387798	taurine ABC transporter membrane subunit	WELL-CHARACTERIZED	G6219
cmoM	b0921	973537	974322	tRNA <b>cmo</b><sup>5</sup>U34 methyltransferase	WELL-CHARACTERIZED	EG12167
trkA	b3290	3436518	3437894	NAD-binding component of Trk potassium transporters	WELL-CHARACTERIZED	EG11019
yjbT	b4620	4239777	4240055	PF17089 family protein YjbT	UNCHARACTERIZED	G0-10606
uacT	b2888	3031367	3032815	urate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	G7507
yaiS	b0364	384059	384616	putative deacetylase YaiS	PARTIAL	G6216
argX	b3796	3982375	3982451	tRNA-Arg(CCG)	WELL-CHARACTERIZED	EG30017
glmM	b3176	3322733	3324070	phosphoglucosamine mutase	WELL-CHARACTERIZED	EG11553
bcsA	b3533	3692618	3695236	cellulose synthase catalytic subunit	WELL-CHARACTERIZED	EG12260
mltA	b2813	2946081	2947178	membrane-bound lytic murein transglycosylase A	WELL-CHARACTERIZED	G7457
narQ	b2469	2585731	2587431	sensor histidine kinase NarQ	WELL-CHARACTERIZED	EG11460
purB	b1131	1190616	1191986	adenylosuccinate lyase	WELL-CHARACTERIZED	EG11314
yjgL	b4253	4475437	4477251	protein YjgL	UNCHARACTERIZED	G7884
yghX	b4658	3146856	3147691	putative hydrolase fragment		G7557
araJ	b0396	411297	412481	putative transport protein AraJ	PARTIAL	EG10060
ydbH	b1381	1443051	1445690	putative intermembrane phospholipid transport protein YdbH	PARTIAL	G6703
ynjA	b1753	1835515	1836063	AhpD-like domain-containing protein YnjA	UNCHARACTERIZED	G6948
yehX	b2129	2216481	2217407	glycine betaine ABC transporter ATP binding subunit YehX	WELL-CHARACTERIZED	EG12010
selA	b3591	3759858	3761249	selenocysteine synthase	WELL-CHARACTERIZED	EG10941
agaV	b3133	3280217	3280690	<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component	WELL-CHARACTERIZED	G7632
kefC	b0047	47769	49631	K<sup>+</sup> : H<sup>+</sup> antiporter KefC	WELL-CHARACTERIZED	EG10521
yccF	b0961	1023902	1024348	PF03733 family inner membrane protein YccF	UNCHARACTERIZED	G6496
ydfO	b1549	1637047	1637457	Qin prophage; DUF1398 domain-containing protein YdfO	UNCHARACTERIZED	G6822
cyoE	b0428	446815	447705	heme O synthase	WELL-CHARACTERIZED	EG10182
yiaK	b3575	3742733	3743731	2,3-diketo-L-gulonate reductase	WELL-CHARACTERIZED	EG12279
btsR	b2125	2212243	2212962	phosphorylated DNA-binding transcriptional dual regulator BtsR // DNA-binding transcriptional dual regulator BtsR	PARTIAL	EG12006
sufS	b1680	1759303	1760523	L-cysteine desulfurase	WELL-CHARACTERIZED	G6906
ycaD	b0898	945871	947019	putative transporter YcaD	PARTIAL	EG11242
pspG	b4050	4262840	4263082	phage shock protein G	PARTIAL	EG11933
sulA	b0958	1020410	1020919	cell division inhibitor SulA	PARTIAL	EG10984
uup	b0949	1009964	1011871	ATP-binding protein Uup	WELL-CHARACTERIZED	G6489
renD	b0542			DLP12 prophage; protein RenD		G6298
aaaE	b4693	1204401	1205537	phage terminase		G0-16720
bcsC	b3530	3685700	3689173	cellulose synthase outer membrane channel	WELL-CHARACTERIZED	EG12257
