Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
1617,3646,12285559.977716,12646353.3313282,9922780.43791048,26894885.5642129,-0.0291388804342709,0.307664058914372,-1.07644500687137,0.336802939348643,-1.0473061264371,-1.38410906578574,0.0154383289947184,0.0186204514048825,True,,,,,,,SPO3646,K01692,beta-Oxidation,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS18480,0.0,
1618,4043,9111970.78791653,23488806.7077274,30806723.1181121,28548208.0858168,-1.37925480035525,-1.770390248318,-1.59612560723298,-0.391135447962753,-0.216870806877736,0.174264641085017,0.01544340821354,0.0186319668355596,True,,,,,,,SPOA0143,K13641,,"DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)",1,SPO_RS20555,0.0,
1619,322,5175623.19605772,6693773.38625688,6880001.48826627,14017630.4119502,-0.371922821566286,-0.407734831895073,-1.38351261812245,-0.0358120103287866,-1.01158979655616,-0.975777786227379,0.0154552387099382,0.0186434822662367,True,,,,,,,SPO0324,K03566,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS01650,0.0,
1620,3728,308466053.09956,205096885.236875,313701129.039045,964636347.06131,0.594896802958125,-0.0178743584619489,-1.5450926908726,-0.612771161420074,-2.13998949383072,-1.52721833241065,0.0154632147778941,0.0186549976969138,True,,,,,,,SPO3727,K04754,,Lipoprotein subunit MlaA of the ABC-type intermembrane phospholipid transporter Mla (MlaA) (PDB:5NUQ),1,SPO_RS18915,0.0,
1621,2642,35080115.6352261,112656784.293351,70082333.2529879,163818404.964268,-1.67798786691777,-0.997713415249446,-2.14776142269564,0.680274451668331,-0.469773555777869,-1.1500480074462,0.0154692408532644,0.0186665131275909,True,,,,,,,SPO2647,,,Precorrin-6B methylase 2 (CobL) (PDB:1F38),1,SPO_RS13425,0.0,
1622,1657,29505025.1456717,39314567.4260991,26844595.0651931,87382412.2250123,-0.409799138296833,0.136751402897022,-1.48771245450875,0.546550541193855,-1.07791331621191,-1.62446385740577,0.0154730335157263,0.018678028558268,True,,,,,,,SPO1656,K02031,,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)",1,SPO_RS08415,0.0,
1623,2023,81274535.0597832,66526195.9057421,142268915.233014,223737011.201287,0.29446418717508,-0.813057682057799,-1.3890642004152,-1.10752186923287,-1.68352838759028,-0.576006518357409,0.0154834878573967,0.0186895439889451,True,,,,,,,SPO2021,,,"Uncharacterized pentameric protein YbjQ, UPF0145 family (YbjQ) (PDB:1VR4) (PUBMED:23935051)",1,SPO_RS10255,0.0,
1624,3356,6412322.13924071,11582333.48904,37981268.4624348,22776189.744381,-0.867037031057112,-2.50024186205311,-1.78567801161969,-1.633204830996,-0.918640980562582,0.714563850433421,0.0154935047765783,0.0187010594196222,True,,,,,,,SPO3359,K00060,,Threonine dehydrogenase or related Zn-dependent dehydrogenase (Tdh) (PDB:4A2C),1,SPO_RS17015,2.0,"RXN-14249, THREODEHYD-RXN"
1625,3257,14493074.469482,12624674.7988678,18558021.2336127,33109546.5872252,0.2083281093856,-0.355999939077367,-1.13569257677743,-0.564328048462968,-1.34402068616303,-0.779692637700065,0.015501579180923,0.0187125748502994,True,,,,,,,SPO3261,K00799,,Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS16515,0.0,
1626,1818,12489616.4693138,36812216.6230989,43515334.9572664,41184859.6926324,-1.57673447150514,-1.80437637294395,-1.6923982859556,-0.227641901438815,-0.115663814450467,0.111978086988347,0.0155085202795279,0.0187240902809765,True,,,,,,,SPO1816,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS09240,0.0,
1627,3183,10684761.5905509,8191732.55623646,8113571.25593406,20673944.6468928,0.384201462553253,0.397195845797401,-0.88552617967553,0.0129943832441483,-1.26972764222878,-1.28272202547293,0.0155104733243848,0.0187356057116536,True,,,,,,,SPO3187,K16844,,"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family (AllD) (PDB:1NXU)",1,SPO_RS16145,0.0,
1628,466,37754661.7120464,119196194.505822,35268534.2309929,62881366.7389833,-1.6079151440994,0.0989472323501488,-0.672472155222639,1.70686237644954,0.935442988876761,-0.771419387572787,0.0155128700348101,0.0187471211423307,True,,,,,,,SPO0466,,,"Formate/nitrite transporter FocA, FNT family (FocA) (PDB:3KCU)",1,SPO_RS02350,0.0,
1629,2225,10330715.8297925,13429892.0484869,13700117.6689699,37996172.870558,-0.378135878994722,-0.404507592123053,-1.79580305121012,-0.0263717131283307,-1.4176671722154,-1.39129545908707,0.0155186038464536,0.0187586365730078,True,,,0.0289,,,,SPO2221,K07114,,vWFA (von Willebrand factor type A) domain of Mg and Co chelatases (ChlD),1,SPO_RS11265,0.0,
1630,1425,20772397.9823426,20828669.4072579,20218156.5725636,50372558.0301334,-0.00267794268027898,0.0428195752854208,-1.21246477523382,0.0454975179656997,-1.20978683255354,-1.25528435051924,0.015531849639932,0.0187701520036849,True,,,,,,,SPO1421,,,Ribosomal protein S27E (RPS27A) (PDB:1QXF),1,SPO_RS07250,0.0,
1631,802,25167914.346895,52284985.4290747,32804884.5010052,55555908.3182919,-1.05368518227332,-0.369280951866596,-1.10142517664717,0.68440423040673,-0.047739994373849,-0.732144224780579,0.0155369544717285,0.018781667434362,True,,,,,,,SPO0803,K08310,"Tetrahydrofolate biosynthesis, GTP => THF","8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)",1,SPO_RS04050,0.0,
1632,2603,12029370.8180334,14185863.6183694,11515001.4036997,32011819.4414092,-0.236579514905511,0.0645083209868424,-1.3400467041887,0.301087835892353,-1.10346718928319,-1.40455502517555,0.0155396371043367,0.0187931828650391,True,,,0.0384,,,,SPO2608,,,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),1,SPO_RS13230,0.0,
1633,19,42579163.8342845,31168287.4618805,91221001.0787537,107734957.455403,0.453827235849377,-1.09488434481589,-1.25003727938994,-1.54871158066527,-1.70386451523932,-0.155152934574047,0.0155506735956195,0.0188046982957162,True,,,,,,,SPO0019,,,,1,SPO_RS00095,0.0,
1634,3697,5652651.35435305,20835818.3617254,13822285.2885263,17835833.590819,-1.88374440883922,-1.29033834280168,-1.58273105384204,0.593406066037538,0.301013354997174,-0.292392711040363,0.0155595652760813,0.0188162137263933,True,,,,,,,SPO3696,K12508,,O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459),1,SPO_RS18750,1.0,6.2.1.34-RXN
1635,897,66709475.1328777,121845157.986806,80833742.8162148,222811442.838978,-0.878025495450387,-0.28581651980016,-1.67499608702547,0.592208975650226,-0.796970591575085,-1.38917956722531,0.0155752824815333,0.0188277291570704,True,,,0.0239,,,,SPO0897,K06998,"Pyocyanine biosynthesis, chorismate => pyocyanine","Predicted epimerase YddE/YHI9, PhzF superfamily (YHI9) (PDB:1SDJ) (PUBMED:24914732)",1,SPO_RS04520,0.0,
1636,1409,305271931.029942,315404657.790052,441013898.16935,831784785.300133,-0.0445896876133211,-0.526853691652153,-1.40490183434513,-0.482264004038832,-1.36031214673181,-0.878048142692986,0.0155764468868121,0.0188392445877475,True,,,,,,,SPO1406,,,Predicted metal-binding membrane protein,1,SPO_RS22155,0.0,
1637,1915,23918119.1726796,28768178.0263799,26246622.007247,52327810.1866828,-0.267434024232102,-0.132326131665699,-1.08299218528389,0.135107892566402,-0.815558161051793,-0.950666053618196,0.0155792634924334,0.0188507600184246,True,,,0.0285,,,,SPO1914,K19745,,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),1,SPO_RS09715,1.0,RXN-9087
1638,1934,94536243.2467758,138823062.783321,116467828.153024,268756724.271143,-0.559918126873871,-0.308031408793716,-1.45353749146548,0.251886718080154,-0.893619364591618,-1.14550608267177,0.0155827765148088,0.0188622754491017,True,,,0.0236,,,,SPO1932,K14660,,3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641),1,SPO_RS09810,0.0,
1639,1213,37829278.9263578,69946531.1351046,34161387.3558862,119964745.370843,-0.886011407764399,0.147658315253803,-1.58069293958459,1.0336697230182,-0.694681531820194,-1.72835125483839,0.0155892897503241,0.0188737908797789,True,,,0.0346,,,,SPO1213,K02031,,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)",1,SPO_RS06155,0.0,
1640,4064,7926683.10849325,14501997.4624279,10390008.6405829,33382216.9176696,-0.901019779627155,-0.419364720361855,-2.0178725602285,0.4816550592653,-1.11685278060134,-1.59850783986664,0.0155933756035238,0.018885306310456,True,,,,,,,SPOA0164,,,"DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)",1,SPO_RS20660,0.0,
1641,789,14614521.721912,16239301.8026213,12093565.1558709,41954899.7284653,-0.155138011095605,0.270336463427401,-1.44137989475725,0.425474474523007,-1.28624188366164,-1.71171635818465,0.0155974228417891,0.0188968217411331,True,,,,,,,SPO0790,,,,1,SPO_RS03985,0.0,
1642,454,13648026.6344066,28416552.2098723,27414081.4049819,50301476.4947924,-1.06185739070901,-1.00987490463387,-1.82106739121502,0.0519824860751469,-0.759210000506005,-0.811192486581152,0.015601053568474,0.0189083371718102,True,,,,,,,SPO0454,K03566,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS02295,0.0,
1643,1384,37627883.4402181,37278357.5500856,34632394.3283783,106080836.839153,0.0143787349481101,0.122724532642333,-1.41513160272818,0.108345797694223,-1.42951033767629,-1.53785613537052,0.0156034060525559,0.0189198526024873,True,,,,,,,SPO1381,,,Uncharacterized membrane protein,1,SPO_RS07050,0.0,
1644,3507,228936656.972157,237740749.665601,217387836.730074,637761267.498319,-0.0552936424147141,0.0748730759894265,-1.39886707618427,0.13016671840414,-1.34357343376955,-1.47374015217369,0.0156049353647984,0.0189313680331644,True,,,0.0436,,,,SPO3508,K03043,,"DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)",1,SPO_RS17770,1.0,DNA-DIRECTED-RNA-POLYMERASE-RXN
1645,791,73480047.2195396,218292670.396669,148037921.921899,262341115.653294,-1.58465607587017,-1.02338383427905,-1.78600294712091,0.561272241591119,-0.201346871250741,-0.762619112841861,0.0156240803285107,0.0189428834638415,True,,,0.0152,,,,SPO0792,K00042,,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36),1,SPO_RS03995,0.0,
1646,2170,49354165.0624043,64071542.9595918,77116109.2846016,142570734.244817,-0.383012670340242,-0.648472758282459,-1.4784858481046,-0.265460087942216,-1.09547317776436,-0.830013089822145,0.0156354930218429,0.0189543988945186,True,,,0.0005,,,,SPO2168,K11175,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",Folate-dependent phosphoribosylglycinamide formyltransferase PurN (PurN) (PDB:1C2T) (PUBMED:25013077),1,SPO_RS10990,1.0,GART-RXN
1647,553,21864752.2603699,19793305.0235714,12395653.9087908,47670837.6500879,0.14539356222501,0.819128486713491,-1.04276577811219,0.673734924488481,-1.1881593403372,-1.86189426482568,0.0156579051162124,0.0189659143251957,True,,,,,,,SPO0551,,,Predicted glycosyl transferase,1,SPO_RS02780,0.0,
1648,281,138999692.006202,179057956.451738,181982331.753481,330851442.052399,-0.362364046254569,-0.386587110941306,-1.20455996633705,-0.0242230646867369,-0.842195920082485,-0.817972855395748,0.0156692095432822,0.0189774297558728,True,,,,,,,SPO0283,K08591,,"Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase (PlsY) (PDB:5XJ5) (PUBMED:29684280)",1,SPO_RS01435,2.0,"RXN-10462, RXN-1381"
1649,724,49936425.3764332,18802089.4285693,40220559.6920503,158158745.94166,1.41070791923143,0.30544384434404,-1.55890120988317,-1.10526407488739,-2.9696091291146,-1.86434505422721,0.0156735205797962,0.0189889451865499,True,,,,,,,SPO0725,,,"Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family (YgiM) (PDB:2KQ8)",1,SPO_RS03660,0.0,
1650,3370,39785974.8154742,43318973.5561395,41074491.6645163,117460036.628969,-0.122843030883892,-0.0416922552611573,-1.47910645271837,0.0811507756227349,-1.35626342183448,-1.43741419745721,0.0156755705296585,0.019000460617227,True,,,,,,,SPO3373,K03101,,Lipoprotein signal peptidase (LspA) (PDB:5DIR),1,SPO_RS17085,1.0,RXN-17362
1651,405,50360701.9385295,85815865.6424545,116411417.644085,183560433.482061,-0.776627712231256,-1.21807289786816,-1.80492009265112,-0.441445185636904,-1.02829238041986,-0.586847194782961,0.0156756545975401,0.0190119760479041,True,,,0.0327,,,,SPO0405,K02231,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase (CobU) (PDB:1C9K),1,SPO_RS02050,4.0,"2.7.1.156-RXN, COBINAMIDEKIN-RXN, RXN-14063, COBINPGUANYLYLTRANS-RXN"
1652,4221,49921409.0866598,63374496.4416804,56391390.7401432,133583145.362991,-0.343966343755468,-0.169000890316564,-1.35674264395694,0.174965453438904,-1.01277630020147,-1.18774175364038,0.015690242524872,0.0190234914785813,True,,,,,,,SPOA0324,,,,1,SPO_RS21460,0.0,
1653,4285,3025868.37871706,3432211.66712334,3492811.83017239,7820283.57116007,-0.185522369569124,-0.212068731739428,-1.31905658172431,-0.0265463621703041,-1.13353421215519,-1.10698784998488,0.0156974443587203,0.0190350069092584,True,,,,,,,SPOA0388,K24012,,Acyl-CoA synthetase (NDP forming) (PatZN) (PDB:4YAK) (PUBMED:26251518),1,SPO_RS21800,0.0,
1654,61,340135268.08795,568188558.96715,406164999.282007,1022118442.62929,-0.739855041489207,-0.256396320162004,-1.52241335708788,0.483458721327203,-0.782558315598674,-1.26601703692587,0.015732689461822,0.0190465223399355,True,,,0.024,,,,SPO0061,K02519,,"Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)",1,SPO_RS00310,0.0,
1655,3441,19330725.9360769,39628678.8464952,25932190.8055329,67336833.744809,-1.05191082669781,-0.444216521402228,-1.75271352473671,0.607694305295588,-0.7008026980388951,-1.30849700333448,0.0157335477132367,0.0190580377706126,True,,,,,,,SPO3444,K02527,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",3-deoxy-D-manno-octulosonic-acid transferase (KdtA) (PDB:2XCI),1,SPO_RS17435,2.0,"KDOTRANS-RXN, RXN-22248"
1656,2812,79644359.7742985,72798556.1596528,58639218.802685,161035293.58939,0.130531086899136,0.442337299050116,-0.950849468206193,0.31180621215098,-1.08138055510533,-1.39318676725631,0.01574405579753,0.0190695532012897,True,,0.0074,,0.0232,,,SPO2816,K02034,,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)",1,SPO_RS14305,0.0,
1657,239,6048316.95088097,7579355.56227003,8276203.997736,14274541.9588341,-0.314825827763808,-0.451638205471368,-1.19675083413764,-0.13681237770756,-0.88192500637384,-0.74511262866628,0.0157527257716689,0.0190810686319668,True,,,,,,,SPO0241,,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS01230,0.0,
1658,4310,96628307.1145355,110710024.320553,71265373.1718384,228850005.175156,-0.197049573849295,0.440320776211279,-1.17086993599276,0.637370350060575,-0.97382036214347,-1.61119071220404,0.0157535086280756,0.0190925840626439,True,,,,,,,SPOA0414,,,"Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit (CoxL) (PDB:1DGJ) (PUBMED:10095793)",1,SPO_RS21925,0.0,
1659,87,6184159.20013303,16874602.3614637,18456753.4197398,25180527.1158068,-1.44728551059798,-1.57458004022842,-1.96998777838135,-0.127294529630439,-0.522702267783369,-0.395407738152929,0.0157539708261608,0.019104099493321,True,,,,,,,SPO0087,,,,1,SPO_RS00440,0.0,
1660,512,520323530.791263,527292112.646329,386808461.855804,1340608459.20919,-0.0246921449344021,0.421217975980244,-1.29258041508047,0.445910120914646,-1.26788827014607,-1.71379839106072,0.0157598340150466,0.0191156149239981,True,,,,,,,SPO0510,K02948,,Ribosomal protein S11 (RpsK) (PDB:4V4H),1,SPO_RS02575,0.0,
1661,276,64736652.6901307,113797671.134904,119305116.738785,248637191.415619,-0.822989825887873,-0.892404145965976,-1.8806441656548,-0.0694143200781027,-1.05765433976693,-0.988240019688827,0.0157658475315372,0.0191271303546752,True,,,0.0173,,,,SPO0278,K01778,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",Diaminopimelate epimerase (DapF) (PDB:1BWZ),1,SPO_RS01415,1.0,DIAMINOPIMEPIM-RXN
1662,4108,13466891.0566045,9536303.93918728,12424851.6572498,27083024.0450212,0.50462532380153,0.116278962086031,-0.94263419468228,-0.388346361715498,-1.44725951848381,-1.05891315676831,0.0157688721260266,0.0191386457853523,True,,,,,,,SPOA0210,,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS20885,0.0,
1663,1551,5196589.98019524,6191805.39375709,3139313.38789488,13084808.4659846,-0.248875694995362,0.728685903199476,-1.24303776173339,0.977561598194839,-0.994162066738031,-1.97172366493287,0.0157693538774543,0.0191501612160294,True,,,,,,,SPO1548,K02002,,"ABC-type proline/glycine betaine transport system, periplasmic component (ProX) (PDB:1R9L)",1,SPO_RS07880,0.0,
1664,1888,883277528.944601,1432952014.20188,1994765414.38424,3425220427.82978,-0.764618152873222,-1.24727354118952,-1.96244886911313,-0.482655388316306,-1.19783071623991,-0.715175327923606,0.0157776572727886,0.0191616766467065,True,,,0.0173,,,,SPO1886,,,"Uncharacterized conserved protein, DUF1476 domain (PUBMED:16468998)",1,SPO_RS09585,0.0,
1665,1852,7177227.7103424,17766119.4067894,10740130.2869303,30501367.3093732,-1.31929982724382,-0.590366250657126,-2.02314776921055,0.728933576586698,-0.703847941966731,-1.43278151855342,0.0157869475234482,0.0191731920773836,True,,,,,,,SPO1850,K01998,,"ABC-type branched-chain amino acid transport system, permease component (LivM)",1,SPO_RS09410,0.0,
1666,3546,35680436.7153776,147919808.368652,180179740.197024,144944206.429187,-2.06342301705952,-2.34338882735401,-1.94622358622991,-0.279965810294498,0.117199430829604,0.397165241124103,0.0157875899407571,0.0191847075080608,True,,,,,,,SPO3547,,,,1,SPO_RS17970,0.0,
1667,3000,38420602.3608518,54656308.5138524,47009264.6024484,166027177.666795,-0.518937736863378,-0.303118466354646,-2.03569104189247,0.215819270508731,-1.51675330502909,-1.73257257553782,0.0157983797260356,0.0191962229387379,True,,,0.0316,,,,SPO3003,,,O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459),1,SPO_RS15225,7.0,"R223-RXN, ACYLCOASYN-RXN, RXN-16380, RXN-7904, RXN-16393, RXN-9644, RXN-9623"
1668,3116,44009577.3188666,50887227.2157127,64432967.6901909,135734760.883276,-0.207485249131462,-0.549727676219273,-1.55082262176573,-0.342242427087811,-1.34333737263427,-1.00109494554646,0.015817025970996,0.019207738369415,True,,,0.0276,,,,SPO3120,K02687,,Ribosomal protein L11 methylase PrmA (PrmA) (PDB:3GRZ),1,SPO_RS15810,0.0,
1669,2667,95650998.2388836,137544132.618641,108553486.974501,282978186.225397,-0.531075334160334,-0.186903414891972,-1.50319900720292,0.344171919268362,-0.972123673042588,-1.31629559231095,0.0158379230137949,0.0192192538000921,True,,,,,,,SPO2671,K02066,,Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4),1,SPO_RS13550,0.0,
1670,3510,30566774.7527566,92579598.1845057,59793401.3502009,86358588.3791905,-1.60316152957572,-0.969969647910119,-1.43206675771295,0.633191881665609,0.171094771862769,-0.46209710980284,0.0158388491722029,0.0192307692307692,True,0.0179,,0.0298,,,,SPO3511,,,,1,SPO_RS17785,0.0,
1671,1761,49387817.2390089,73518382.814707,68318743.2670231,165737012.204392,-0.569292712964632,-0.467640469738164,-1.6718441863451,0.101652243226467,-1.10255147338047,-1.20420371660694,0.0158415376791362,0.0192422846614463,True,,,,,,,SPO1759,K00793,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",Riboflavin synthase alpha chain (RibC) (PDB:1I8D),1,SPO_RS08945,1.0,RIBOFLAVIN-SYN-RXN
1672,1371,9675510.01685436,13638455.5078185,9836036.73141784,36316506.7970381,-0.509697280474693,-0.0371567209997891,-1.83556548324446,0.472540559474904,-1.32586820276977,-1.79840876224468,0.0158487240986272,0.0192538000921234,True,,,,,,,SPO1368,K03719,,"DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)",1,SPO_RS06980,0.0,
1673,3022,37111228.4739983,41532879.7597447,35020720.1853371,109554654.203089,-0.160136858267165,0.0793696033730988,-1.48753906959639,0.239506461640264,-1.32740221132922,-1.56690867296948,0.0158545706876393,0.0192653155228005,True,,,0.0,,,,SPO3025,,,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS15335,0.0,
